Name,Similarity Percentage
1,0.0
2,0.5625
3,0.5925925925925926
4,0.6136363636363636
5,0.6567164179104478
6,0.7976190476190477
7,0.7433628318584071
8,0.8071428571428572
9,0.8383233532934131
10,0.8434343434343434
11,0.868421052631579
12,0.8669201520912547
13,0.8708609271523179
14,0.8753623188405797
15,0.8801020408163265
16,0.8909090909090909
17,0.9090909090909091
18,0.8996282527881041
19,0.9103214890016921
20,0.9234375
21,0.927536231884058
22,0.9543568464730291
23,0.9665775401069518
24,0.9689119170984456
25,0.9637952559300874
26,0.978021978021978
27,0.984375
28,0.983451536643026
29,0.9837209302325581
30,0.9817351598173516
31,0.9831649831649831
32,0.9867109634551495
33,0.9847328244274809
34,0.9924242424242424
35,0.9892933618843683
36,0.9925611052072264
37,0.9957671957671957
38,0.9947368421052631
39,0.9968520461699895
40,0.9947807933194155
41,0.9968782518210197
42,0.9937952430196484
43,0.9969072164948454
44,0.9969167523124358
45,0.9928571428571429
