Name,SMILES,Planarity,RDKit Planarity,RDKit MMFFOptimize Planarity,HOMO-LUMO Energy Gap /eV,Linker Type,Functional Group
b_v2_single_b_14_A_sulf_acid_D,COc1cc2c:C(c3cccc4ccc(S(=O)(=O)O)cc34):n(C)c2cc1OC,0.5143389102305862,0.5222491191771579,0.17855368136259142,3.3840078448180004,single,Sulfonic acid
b_v2_single_b_14_A_sulf_acid_E,COc1cc2c:C(c3cccc4cc(S(=O)(=O)O)ccc34):n(C)c2cc1OC,0.4870369196638622,0.5192671018560657,0.1444706981834232,3.478159237091,single,Sulfonic acid
b_v2_single_b_14_A_sulf_acid_G,COc1cc2c:C(c3ccc4cc(S(=O)(=O)O)ccc4c3):n(C)c2cc1OC,0.7709475437078303,0.7071006607599252,0.38287685648190617,3.420471100785,single,Sulfonic acid
b_v2_single_b_14_B_acetate_A,COC(=O)c1cccc2cc(C3:cc4cc(OC)c(OC)cc4n:3C)ccc12,0.7955879261824467,0.7071086415955669,0.43408700309776205,3.392715488034,single,Acetate
b_v2_single_b_14_B_acetate_B,COC(=O)c1ccc(C2:cc3cc(OC)c(OC)cc3n:2C)c2ccccc12,0.5019304907149434,0.5149631408583127,0.16934428549974082,3.488227449559501,single,Acetate
b_v2_single_b_14_B_acetate_C,COC(=O)c1cccc2ccc(C3:cc4cc(OC)c(OC)cc4n:3C)cc12,0.8076569811244145,0.706654190994888,0.5482980354718755,3.2890401109935,single,Acetate
b_v2_single_b_14_B_acetate_D,COC(=O)c1cc(C2:cc3cc(OC)c(OC)cc3n:2C)cc2ccccc12,0.761739146932821,0.707108073000428,0.4197512799238385,3.442240208825,single,Acetate
b_v2_single_b_14_B_acetate_E,COC(=O)c1cccc2c(C3:cc4cc(OC)c(OC)cc4n:3C)cccc12,0.4732590889813177,0.6360112209898905,0.14658819968907583,3.3801982509110005,single,Acetate
b_v2_single_b_14_B_acetate_F,COC(=O)c1c(C2:cc3cc(OC)c(OC)cc3n:2C)ccc2ccccc12,0.6048405407868529,0.5673890597669603,0.3063866377756486,3.705646416109,single,Acetate
b_v2_single_b_14_B_acetate_G,COC(=O)c1cccc2cccc(C3:cc4cc(OC)c(OC)cc4n:3C)c12,0.5385349340897038,0.5006669795773072,0.05471233870272291,3.4697237077255005,single,Acetate
b_v2_single_b_14_B_carbonyl_A,COc1cc2c:C(c3ccc4c(C=O)cccc4c3):n(C)c2cc1OC,0.7784194444791721,0.707161117739884,0.40964207981086964,3.129853508451,single,Carbonyl
