Name,SMILES,Planarity,HOMO-LUMO Energy Gap /eV,IP,EA,λ-Anion /meV,λ-Cation /meV,Linker Type,Melanin_substitution_type,Dyad_functionalisation_type
g_18_v2_thio,COC1=CC2=C(C=C1OC)NC(C3=CC=C(C4=NC=CC5=NSN=C45)S3)=C2,0.9880628970318222,2.1282024247605,5.991140714671928,1.4219194970064564,228.4303256237763,284.58591672824696,thio,R = H,none
g_18_v4_double,COC1=CC2=C(C=C1OC)NC(/C=C/C3=CN=CC4=NSN=C34)=C2,0.999847978529726,2.2076596691065,6.090218183977413,1.312180062806874,276.76971848268295,294.4807926687645,double,R = H,none
g_18_v4_triple,COC1=CC2=C(C=C1OC)NC(/C#C/C3=CN=CC4=NSN=C34)=C2,1.0,2.472426445643,6.282355596900743,1.5034263028792338,295.73278849420603,696.7529564790311,triple,R = H,none
g_18_v4_thio,COC1=CC2=C(C=C1OC)NC(C3=CC=C(C4=CN=CC5=NSN=C45)S3)=C2,0.9747478501130026,2.0661604668465,6.003091954975389,1.444365080089483,269.56115046777995,311.1575621078373,thio,R = H,none
b_v2_single_b_18_B_acetate_A,COC(=O)c1cc2nsnc2c(C2:cc3cc(OC)c(OC)cc3n:2C)n1,0.9978494139454032,2.3431723666555007,6.355895725573646,1.483068921486847,332.23958267626585,296.9483210690669,single,R = CH$_3$,acetate
b_v2_single_b_18_B_amide_B,CNC(=O)c1cc2nsnc2c(C2:cc3cc(OC)c(OC)cc3n:2C)n1,0.950824722579638,2.4601813223705005,6.450169569085119,1.426051273709163,310.1521014395985,317.90897885366576,single,R = CH$_3$,amide
b_v2_single_b_18_B_Cl_A,COc1cc2c:C(c3nc(Cl)cc4nsnc34):n(C)c2cc1OC,0.9959506927087878,2.4351468481245,6.4502326994988834,1.465656628308352,341.8759504711488,283.9385578772635,single,R = CH$_3$,Cl
b_v2_triple_b_9_A_acetate_A,COC(=O)c1cc(C#Cc2cc3cc(OC)c(OC)cc3n2C)c2nsnc2c1,1.0,2.3584107422835,6.142328802692646,1.488767257629661,333.59607021702686,550.6025121721905,triple,R = CH$_3$,acetate
b_v2_triple_b_9_A_acetate_B,COC(=O)c1ccc2nsnc2c1C#Cc1cc2cc(OC)c(OC)cc2n1C,1.0,2.4860321381680004,6.0799834378340165,1.5093254590392462,273.993340866582,661.0249521399965,triple,R = CH$_3$,acetate
b_v2_triple_b_9_A_amide_A,CNC(=O)c1cc(C#Cc2cc3cc(OC)c(OC)cc3n2C)c2nsnc2c1,1.0,2.4841273412145,6.0870349961551256,1.4745305330870906,336.7814349549008,691.1901330386172,triple,R = CH$_3$,amide
b_v2_triple_b_9_A_carbonyl_A,COc1cc2cc(C#Cc3c(C=O)ccc4nsnc34)n(C)c2cc1OC,1.0,2.397323022905,6.350251812196802,1.672405738667294,258.43468723178376,525.387626439624,triple,R = CH$_3$,carbonyl
b_v2_triple_b_9_A_carbonyl_B,COc1cc2cc(C#Cc3cc(C=O)cc4nsnc34)n(C)c2cc1OC,1.0,2.3475261882635,6.199868909061479,1.674872178613441,312.9227646641084,696.481114733615,triple,R = CH$_3$,carbonyl
b_v2_triple_b_9_A_F_A,COc1cc2cc(C#Cc3c(F)ccc4nsnc34)n(C)c2cc1OC,1.0,2.4827667719620004,6.131522889569169,1.2437017959964578,299.9061986265588,549.8473962434218,triple,R = CH$_3$,F
b_v2_triple_b_9_A_Cl_C,COc1cc2cc(C#Cc3c(Cl)ccc4nsnc34)n(C)c2cc1OC,1.0,2.47623603955,6.17913029617921,1.352509784468566,269.16359212918906,535.2882167790085,triple,R = CH$_3$,Cl
b_v2_triple_b_9_A_cyanide_B,COc1cc2cc(C#Cc3c(C#N)ccc4nsnc34)n(C)c2cc1OC,1.0,2.4171873339914995,6.280624952814833,1.7176381355820922,203.4690500149736,668.0158290764666,triple,R = CH$_3$,cyanide
b_v2_triple_b_9_A_cyanide_C,COc1cc2cc(C#Cc3cc(C#N)cc4nsnc34)n(C)c2cc1OC,1.0,2.370655865556,6.321000933836331,1.776977458735928,251.38666639395524,686.8814823246794,triple,R = CH$_3$,cyanide
b_v2_triple_b_9_A_sulf_acid_C,COc1cc2cc(C#Cc3cc(S(=O)(=O)O)cc4nsnc34)n(C)c2cc1OC,1.0,2.386982696586,6.289255587820662,1.8311509725390351,417.2514870588202,714.0427984268172,triple,R = CH$_3$,sulf
b_v2_triple_b_9_A_trifluro_B,COc1cc2cc(C#Cc3c(C(F)(F)F)ccc4nsnc34)n(C)c2cc1OC,1.0,2.4860321381679995,6.216043084219564,1.5639983017681516,276.606994397298,682.7720189539832,triple,R = CH$_3$,trifluro
b_v2_triple_b_16_C_carbonyl_B,COc1cc2cc(C#Cc3cccc4ncc(C=O)nc34)n(C)c2cc1OC,1.0,2.4999099445435,6.1781286450859625,1.517344926323858,326.1681784497341,687.4833981637494,triple,R = CH$_3$,carbonyl
b_v2_triple_b_16_C_carbonyl_D,COc1cc2cc(C#Cc3cccc4nc(C=O)cnc34)n(C)c2cc1OC,1.0,2.4917465290285,6.127276008715853,1.4459868786216248,325.28925072256243,701.5987599370419,triple,R = CH$_3$,carbonyl
b_v2_triple_b_16_C_cyanide_A,COc1cc2cc(C#Cc3cccc4ncc(C#N)nc34)n(C)c2cc1OC,1.0,2.4490246545,6.173221343917248,1.54686764642247,265.5110079213045,698.7138088879874,triple,R = CH$_3$,cyanide
b_v2_triple_b_16_C_sulf_acid_B,COc1cc2cc(C#Cc3cccc4nc(S(=O)(=O)O)cnc34)n(C)c2cc1OC,1.0,2.480045633457,6.220451600718661,1.8021273092454069,561.6280211761477,745.6613394097076,triple,R = CH$_3$,sulf
b_v2_triple_b_16_C_sulf_acid_D,COc1cc2cc(C#Cc3cccc4ncc(S(=O)(=O)O)nc34)n(C)c2cc1OC,1.0,2.4939234398324994,6.182135793656926,1.768168861279264,555.0322535418672,833.4387368377065,triple,R = CH$_3$,sulf
b_v2_triple_b_17_A_acetate_A,COC(=O)c1cnc2c(C#Cc3cc4cc(OC)c(OC)cc4n3C)scc2n1,1.0,2.3535126929745,5.989069656156062,1.559348148170102,349.21731003851164,659.3506356221042,triple,R = CH$_3$,acetate
b_v2_triple_b_17_A_acetate_C,COC(=O)c1cnc2csc(C#Cc3cc4cc(OC)c(OC)cc4n3C)c2n1,1.0,2.2843957749475003,6.078609807118482,1.5842169050811208,324.4495073740836,513.3991065376904,triple,R = CH$_3$,acetate
b_v2_triple_b_17_A_amide_A,CNC(=O)c1cnc2c(C#Cc3cc4cc(OC)c(OC)cc4n3C)scc2n1,1.0,2.319498461662001,6.0198797468838166,1.4921572519815527,343.1878113406128,530.2957439562306,triple,R = CH$_3$,amide
b_v2_triple_b_17_A_amide_B,CNC(=O)c1cnc2csc(C#Cc3cc4cc(OC)c(OC)cc4n3C)c2n1,1.0,2.470249534839,6.085460273301578,1.551380382523348,319.0619252418401,642.4567193098483,triple,R = CH$_3$,amide
b_v2_triple_b_17_A_carbonyl_C,COc1cc2cc(C#Cc3scc4ncc(C=O)nc34)n(C)c2cc1OC,1.0,2.2569122760470006,6.140761154798383,1.7869370977714425,287.04909129737644,640.8558735420229,triple,R = CH$_3$,carbonyl
b_v2_triple_b_17_A_Cl_B,COc1cc2cc(C#Cc3scc4nc(Cl)cnc34)n(C)c2cc1OC,1.0,2.4917465290285,6.068451252853265,1.4711152321469854,318.78001529548783,659.8956796588027,triple,R = CH$_3$,Cl
b_v2_triple_b_17_A_Cl_C,COc1cc2cc(C#Cc3scc4ncc(Cl)nc34)n(C)c2cc1OC,1.0,2.3965066813535,6.06666128795041,1.3974379580977256,313.85176134790527,530.140911185299,triple,R = CH$_3$,Cl
b_v2_triple_b_17_A_cyanide_B,COc1cc2cc(C#Cc3scc4ncc(C#N)nc34)n(C)c2cc1OC,1.0,2.2098365799105,6.167034291298478,1.841451842352399,240.1197924191365,638.9469948844635,triple,R = CH$_3$,cyanide
b_v2_triple_b_17_A_cyanide_C,COc1cc2cc(C#Cc3scc4nc(C#N)cnc34)n(C)c2cc1OC,1.0,2.227523980193,6.178321845924074,1.822662380982365,269.34590841119643,653.9401959307725,triple,R = CH$_3$,cyanide
b_v2_triple_b_17_A_sulf_acid_C,COc1cc2cc(C#Cc3scc4ncc(S(=O)(=O)O)nc34)n(C)c2cc1OC,1.0,2.2664362608145003,6.225513462566596,2.0579396353059565,426.7561517408467,806.2129297468346,triple,R = CH$_3$,sulf
b_v2_triple_b_17_A_Br_A,COc1cc2cc(C#Cc3scc4nc(Br)cnc34)n(C)c2cc1OC,1.0,2.4242622941045,6.095195690533728,1.4407309996022375,312.40547623019665,528.813267723308,triple,R = CH$_3$,Br
b_v2_triple_b_17_A_Br_C,COc1cc2cc(C#Cc3scc4ncc(Br)nc34)n(C)c2cc1OC,1.0,2.4609976639219995,6.026506263369811,1.4596600553777537,304.78030191443395,656.2613270652946,triple,R = CH$_3$,Br
b_v2_triple_b_17_A_trifluro_B,COc1cc2cc(C#Cc3scc4ncc(C(F)(F)F)nc34)n(C)c2cc1OC,1.0,2.3921528597455,6.086658662701666,1.625482698400447,371.8035759666236,663.7885403979453,triple,R = CH$_3$,trifluro
b_v2_triple_b_17_A_trifluro_C,COc1cc2cc(C#Cc3scc4nc(C(F)(F)F)cnc34)n(C)c2cc1OC,1.0,2.4084796907755,6.096337752358522,1.6189291084301658,389.3565520120319,663.7131648603827,triple,R = CH$_3$,trifluro
b_v2_triple_b_18_B_acetate_A,COC(=O)c1cc2nsnc2c(C#Cc2cc3cc(OC)c(OC)cc3n2C)n1,1.0,2.3842615580810005,6.350085550635413,1.66826008415228,281.0446270668763,550.3633241023635,triple,R = CH$_3$,acetate
