Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Anionic Reorganisation Energy /eV,Cationic Reorganisation Energy /eV,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
0_76_single_A,COc1cc2cc[nH]c2c(C2:nc(C(F)(F)F)cc3nsnc:23)c1OC,-5.487701,-2.994533,2.493168,0.8209623320524282,3.152695242888318,387.7649999994901,860.0330000044778,single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_84_single_A,COc1cc2cc[nH]c2c(C2:nncc3nsnc:23)c1OC,-5.269517,-2.994647,2.27487,0.8249046690479819,3.16980028026368,394.45700000214856,652.831999999762,single,none,DHI,Unmethlyated,7 - DHI,single
0_103_single_A,COc1cc2cc[nH]c2c(C2:scc3nc(C=O)cnc:23)c1OC,-5.244991,-2.861173,2.383818,0.9389669820581696,3.196272937769283,420.4449999961071,548.6910000036005,single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_111_single_A,COc1cc2cc[nH]c2c(C2:scc3nc(C#N)cnc:23)c1OC,-5.368393,-2.97962,2.388773,0.9383933606896532,3.200198021381322,373.66900000779424,564.9370000028284,single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_184_single_A,COc1cc2cc[nH]c2c(C2:nc(C=O)cc3nonc:23)c1OC,-5.49325,-3.162633,2.330617,0.8499406934133457,3.174516416030153,371.9630000014149,618.0350000031467,single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_185_single_A,COc1cc2cc[nH]c2c(C2:nc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.626375,-3.257301,2.369073,0.8665457109925742,3.2339664757650315,612.9839999994147,806.7829999999958,single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_193_single_A,COc1cc2cc[nH]c2c(C2:nc(C#N)cc3nonc:23)c1OC,-5.555789,-3.22097,2.334819,0.8781064999433933,3.1871264494749685,347.8350000004866,605.9880000029807,single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_194_single_A,COc1cc2cc[nH]c2c(C2:nncc3nonc:23)c1OC,-5.421458,-3.048017,2.373442,0.8916589761717132,3.125894991802141,440.7900000041991,605.2109999982349,single,none,DHI,Unmethlyated,7 - DHI,single
0_208_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(C#N)nc:23)c1OC,-5.463096,-3.109876,2.35322,0.978793130918894,3.2472689243913564,359.3949999958568,674.3900000001304,single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_213_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(C=O)cnc:23)c1OC,-5.236479,-2.932946,2.303533,0.9605429782259246,3.255151198638848,471.8769999999495,624.1159999990487,single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_214_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.430676,-3.117066,2.313611,0.9603606619133302,3.334669742361447,724.5239999974729,699.3009999932838,single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_221_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(C#N)cnc:23)c1OC,-5.367782,-3.049913,2.317869,0.9597576271584918,3.2590762822508887,414.4430000014836,616.6809999995166,single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_42_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C#N)ccc3nsnc:23)c1OC,-5.316517,-2.889618,2.426899,0.94109781320469,3.175604874079045,258.39100000303006,605.9580000001006,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_47_double_A,COc1cc2cc[nH]c2c(C=CC2:cc(C=O)cc3nsnc:23)c1OC,-5.373963,-2.901763,2.4722,0.9680759019294908,3.217555027925199,322.2699999969336,549.7189999950933,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_56_double_A,COc1cc2cc[nH]c2c(C=CC2:c(OC(C)=O)ncc3nsnc:23)c1OC,-5.336448,-2.854279,2.482169,0.9527734192183028,3.3418121600472794,419.9850000004517,655.4079999987152,double,Acetate,DHI,Unmethlyated,7 - DHI,double
0_59_double_A,COc1cc2cc[nH]c2c(C=CC2:c(OC)ncc3nsnc:23)c1OC,-5.04751,-2.697761,2.349749,0.9628544587257732,3.2699894894636614,402.9020000016317,532.1900000053574,double,Methoxy,DHI,Unmethlyated,7 - DHI,double
0_60_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C=O)ncc3nsnc:23)c1OC,-5.337355,-3.168408,2.168948,0.9525327841666162,3.4313913356175068,283.4749999965424,765.6149999893387,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_62_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C(F)(F)F)ncc3nsnc:23)c1OC,-5.418414,-3.116739,2.301675,0.8711699509719468,3.356886415159254,463.65800000785384,896.3470000016969,double,Trifloro,DHI,Unmethlyated,7 - DHI,double
0_63_double_A,COc1cc2cc[nH]c2c(C=CC2:c(F)ncc3nsnc:23)c1OC,-5.303492,-2.935522,2.36797,0.9658272996857956,3.329212774638181,384.21099999686703,585.5510000037611,double,F,DHI,Unmethlyated,7 - DHI,double
0_64_double_A,COc1cc2cc[nH]c2c(C=CC2:c(O)ncc3nsnc:23)c1OC,-5.091766,-2.74641,2.345357,0.9623242123618474,3.38187431309972,405.12299999682,548.2199999969453,double,OH,DHI,Unmethlyated,7 - DHI,double
0_65_double_A,COc1cc2cc[nH]c2c(C=CC2:c(S)ncc3nsnc:23)c1OC,-5.244388,-2.842798,2.40159,0.9345087021763095,3.493664697715104,411.485000004177,577.5869999997667,double,SH,DHI,Unmethlyated,7 - DHI,double
0_66_double_A,COc1cc2cc[nH]c2c(C=CC2:c(Br)ncc3nsnc:23)c1OC,-5.372372,-3.045927,2.326445,0.9185914657835388,3.379258928484335,454.171999997925,619.6290000079898,double,Br,DHI,Unmethlyated,7 - DHI,double
0_69_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C#N)ncc3nsnc:23)c1OC,-5.412237,-3.16798,2.244257,0.9468038780101836,3.3766676433098137,259.8780000043916,869.6130000025732,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_74_double_A,COc1cc2cc[nH]c2c(C=CC2:nc(C=O)cc3nsnc:23)c1OC,-5.43801,-3.009429,2.428581,0.9871599830903977,3.426155643309814,267.5920000037877,100000000.0,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_83_double_A,COc1cc2cc[nH]c2c(C=CC2:nc(C#N)cc3nsnc:23)c1OC,-5.504286,-3.094828,2.409458,0.9907015541014076,3.4248522586944308,247.5369999956456,541.4719999971567,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_84_double_A,COc1cc2cc[nH]c2c(C=CC2:nncc3nsnc:23)c1OC,-5.386499,-2.951144,2.435355,0.9875336883733769,3.367242034759249,297.6720000078785,819.8170000105165,double,none,DHI,Unmethlyated,7 - DHI,double
0_89_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3ncc(C=O)nc:23)c1OC,-5.198893,-2.925696,2.273197,0.983083388281904,3.392446720232892,317.3019999958342,428.28999999619555,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_91_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3ncc(C(F)(F)F)nc:23)c1OC,-5.092208,-2.730615,2.361593,0.989532887627418,3.3341103684211824,389.9469999960274,446.0049999979674,double,Trifloro,DHI,Unmethlyated,7 - DHI,double
0_95_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3ncc(Br)nc:23)c1OC,-5.065324,-2.588817,2.476507,0.9849375119879332,3.3628281592535654,333.64899997832254,455.02500000293367,double,Br,DHI,Unmethlyated,7 - DHI,double
0_98_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3ncc(C#N)nc:23)c1OC,-5.20474,-2.982472,2.222268,0.988741124203584,3.3833913356175067,266.8090000006486,432.2309999988647,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_103_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3nc(C=O)cnc:23)c1OC,-5.113623,-2.837935,2.275688,0.9819180872600146,3.390643027925199,348.6590000029537,448.03800000227056,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_104_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.345515,-3.119897,2.225618,0.9878421542278476,3.465818839696743,497.80599999940017,557.2469999970053,double,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,double
0_105_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3nc(C(F)(F)F)cnc:23)c1OC,-5.128524,-2.675405,2.45312,0.981557003043558,3.347648050991777,415.9189999918453,447.031000003335,double,Trifloro,DHI,Unmethlyated,7 - DHI,double
0_111_double_A,COc1cc2cc[nH]c2c(C=CC2:scc3nc(C#N)cnc:23)c1OC,-5.228918,-2.955902,2.273016,0.981651549470175,3.394254104848277,297.0860000059474,442.7369999975781,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_152_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C#N)ccc3nonc:23)c1OC,-5.469479,-3.001198,2.468281,0.9565923717494628,3.145985181771353,276.44499999587424,625.0789999976405,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_169_double_A,COc1cc2cc[nH]c2c(C=CC2:c(OC)ncc3nonc:23)c1OC,-5.067256,-2.793665,2.273591,0.9829382339802428,3.232523643309815,429.3249999973341,481.3159999976051,double,Methoxy,DHI,Unmethlyated,7 - DHI,double
0_170_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C=O)ncc3nonc:23)c1OC,-5.507585,-3.275609,2.231976,0.964541933812942,3.393925489463661,301.618999998027,483.09700000390876,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_172_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.577318,-3.22948,2.347838,0.9845213856401158,3.321317573873957,347.6119999977527,659.1599999956088,double,Trifloro,DHI,Unmethlyated,7 - DHI,double
0_173_double_A,COc1cc2cc[nH]c2c(C=CC2:c(F)ncc3nonc:23)c1OC,-5.380098,-2.953292,2.426807,0.9833562851619816,3.290185851561258,383.7310000017169,528.9680000023509,double,F,DHI,Unmethlyated,7 - DHI,double
0_174_double_A,COc1cc2cc[nH]c2c(C=CC2:c(O)ncc3nonc:23)c1OC,-5.114616,-2.846572,2.268044,0.9845570580918572,3.342847390022796,434.2900000010559,493.7549999995099,double,OH,DHI,Unmethlyated,7 - DHI,double
0_175_double_A,COc1cc2cc[nH]c2c(C=CC2:c(S)ncc3nonc:23)c1OC,-5.362576,-2.901872,2.460704,0.9532022440562012,3.45463777463818,412.5759999951697,572.8210000015679,double,SH,DHI,Unmethlyated,7 - DHI,double
0_176_double_A,COc1cc2cc[nH]c2c(C=CC2:c(Br)ncc3nonc:23)c1OC,-5.50573,-3.103301,2.402429,0.9469159567129756,3.340232005407412,432.11899999005254,629.5510000200011,double,Br,DHI,Unmethlyated,7 - DHI,double
0_179_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C#N)ncc3nonc:23)c1OC,-5.573933,-3.278161,2.295772,0.9619018065852968,3.339201797155969,276.9110000008368,861.3799999984622,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_184_double_A,COc1cc2cc[nH]c2c(C=CC2:nc(C=O)cc3nonc:23)c1OC,-5.601759,-3.127348,2.474411,0.9888554241076252,3.378646720232891,287.20199999952456,800.9200000014971,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_193_double_A,COc1cc2cc[nH]c2c(C=CC2:nc(C#N)cc3nonc:23)c1OC,-5.672296,-3.210791,2.461506,0.9915578508109508,3.377343335617508,269.65499999641906,791.6049999985262,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_199_double_A,COc1cc2cc[nH]c2c(C=CC2:occ3ncc(C=O)nc:23)c1OC,-5.195716,-2.806744,2.388972,0.9835819263001958,3.446142104848276,345.2529999995022,427.19799999758834,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_200_double_A,COc1cc2cc[nH]c2c(C=CC2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.463118,-3.080965,2.382152,0.9791600639253906,3.5376207871164125,527.0949999976438,665.2349999931175,double,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,double
0_208_double_A,COc1cc2cc[nH]c2c(C=CC2:occ3ncc(C#N)nc:23)c1OC,-5.249891,-2.891361,2.35853,0.9861498112385974,3.437086720232891,299.8139999981504,432.38299999939045,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_213_double_A,COc1cc2cc[nH]c2c(C=CC2:occ3nc(C=O)cnc:23)c1OC,-5.120856,-2.781526,2.33933,0.9824539536371756,3.444338412540584,386.1929999984568,452.2859999997308,double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_214_double_A,COc1cc2cc[nH]c2c(C=CC2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.346148,-3.021718,2.32443,0.983827061605502,3.516795470660715,547.3839999976917,558.405000003404,double,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,double
0_221_double_A,COc1cc2cc[nH]c2c(C=CC2:occ3nc(C#N)cnc:23)c1OC,-5.233688,-2.892208,2.34148,0.982666989506059,3.44794948946366,329.3440000015835,450.1970000019355,double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_32_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(OC)ccc3nsnc:23)c1OC,-4.974694,-2.520961,2.453733,1.0,3.06888425869443,426.7879999970319,536.3760000109323,triple,Methoxy,DHI,Unmethlyated,7 - DHI,triple
0_33_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C=O)ccc3nsnc:23)c1OC,-5.45793,-3.049906,2.408024,1.0,3.250529181771352,366.4350000108243,100000000.0,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_35_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C(F)(F)F)ccc3nsnc:23)c1OC,-5.36228,-2.951344,2.410936,1.0,3.1997430850716224,409.50799999700394,619.5159999915631,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_36_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(F)ccc3nsnc:23)c1OC,-5.214923,-2.72527,2.489654,1.0,3.105212774638181,422.65499999484746,595.1039999999921,triple,F,DHI,Unmethlyated,7 - DHI,triple
0_39_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(Br)ccc3nsnc:23)c1OC,-5.279626,-2.815031,2.464595,1.0,3.182951236176642,374.8369999957504,583.8740000035614,triple,Br,DHI,Unmethlyated,7 - DHI,triple
0_42_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C#N)ccc3nsnc:23)c1OC,-5.389597,-2.9988,2.390797,1.0,3.200108874079045,303.66600000706967,626.7000000079861,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_47_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(C=O)cc3nsnc:23)c1OC,-5.371462,-3.112977,2.258484,1.0,3.3099642586944302,385.80699999874923,100000000.0,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_48_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(S(=O)(=O)O)cc3nsnc:23)c1OC,-5.45896,-3.130624,2.328336,1.0,3.260552237944066,528.5820000062813,646.907000002102,triple,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,triple
0_49_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(C(F)(F)F)cc3nsnc:23)c1OC,-5.456103,-2.984168,2.471935,1.0,3.227493231128096,454.2529999962426,710.3039999929024,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_53_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(Br)cc3nsnc:23)c1OC,-5.347851,-2.847973,2.499878,1.0,3.236301236176642,373.11800000316,599.3560000060825,triple,Br,DHI,Unmethlyated,7 - DHI,triple
0_55_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(C#N)cc3nsnc:23)c1OC,-5.467991,-3.175178,2.292813,1.0,3.2801839510021225,353.1260000017937,617.5119999970775,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_56_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(OC(C)=O)ncc3nsnc:23)c1OC,-5.40046,-3.030316,2.370144,1.0,3.382459275431893,530.5969999972149,698.0390000026091,triple,Acetate,DHI,Unmethlyated,7 - DHI,triple
0_58_triple_A,CNc1ncc2nsnc2:C:1C#Cc1c(OC)c(OC)cc2cc[nH]c12,-4.954376,-2.646946,2.30743,1.0,3.37261348946366,100000000.0,100000000.0,triple,Amine,DHI,Unmethlyated,7 - DHI,triple
0_59_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(OC)ncc3nsnc:23)c1OC,-5.087655,-2.923577,2.164078,1.0,3.295728566386737,490.6140000020969,542.3099999970873,triple,Methoxy,DHI,Unmethlyated,7 - DHI,triple
0_60_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C=O)ncc3nsnc:23)c1OC,-5.411299,-3.207461,2.203839,1.0,3.4747482586944294,334.00300000357674,458.66299999761395,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_61_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(S(=O)(=O)O)ncc3nsnc:23)c1OC,-5.460364,-3.476228,1.984135,1.0,3.480820008148544,435.72600000334205,835.348000000522,triple,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,triple
0_62_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C(F)(F)F)ncc3nsnc:23)c1OC,-5.489362,-3.289839,2.199524,1.0,3.413357690719139,436.15300000237767,818.2640000013635,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_63_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(F)ncc3nsnc:23)c1OC,-5.349074,-3.151871,2.197203,1.0,3.39117431309972,488.5710000016843,604.6509999941918,triple,F,DHI,Unmethlyated,7 - DHI,triple
0_64_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(O)ncc3nsnc:23)c1OC,-5.257597,-2.891262,2.366335,1.0,3.4270377746381806,454.43800000066403,634.8660000076052,triple,OH,DHI,Unmethlyated,7 - DHI,triple
0_65_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(S)ncc3nsnc:23)c1OC,-5.259751,-3.021968,2.237783,1.0,3.538828159253565,100000000.0,100000000.0,triple,SH,DHI,Unmethlyated,7 - DHI,triple
0_66_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(Br)ncc3nsnc:23)c1OC,-5.407451,-3.220264,2.187188,1.0,3.424422390022796,449.59399999061134,594.6019999973942,triple,Br,DHI,Unmethlyated,7 - DHI,triple
0_67_triple_A,COc1cc2cc[nH]c2c(C#CC2:cncc3nsnc:23)c1OC,-5.341098,-3.003666,2.337432,1.0,3.258340056737272,439.08500000543427,839.3800000048941,triple,none,DHI,Unmethlyated,7 - DHI,triple
0_68_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C)ncc3nsnc:23)c1OC,-5.36517,-2.978107,2.387063,1.0,3.2852589284843354,429.5590000037919,689.7279999975581,triple,methyl,DHI,Unmethlyated,7 - DHI,triple
0_69_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C#N)ncc3nsnc:23)c1OC,-5.48929,-3.290488,2.198802,1.0,3.420024566386737,303.29599999822676,483.5709999970277,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_70_triple_A,COc1cc2cc[nH]c2c(C#CC2:nc(OC(C)=O)cc3nsnc:23)c1OC,-5.448084,-3.009937,2.438147,1.0,3.409320813893432,462.69500000198605,651.5289999952074,triple,Acetate,DHI,Unmethlyated,7 - DHI,triple
0_74_triple_A,COc1cc2cc[nH]c2c(C#CC2:nc(C=O)cc3nsnc:23)c1OC,-5.55664,-3.316657,2.239984,1.0,3.457257797155968,377.08700000075623,811.9880000012927,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_75_triple_A,COc1cc2cc[nH]c2c(C#CC2:nc(S(=O)(=O)O)cc3nsnc:23)c1OC,-5.792002,-3.515695,2.276307,1.0,3.509492062676294,565.8410000105505,886.3760000022012,triple,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,triple
0_79_triple_A,COc1cc2cc[nH]c2c(C#CC2:nc(S)cc3nsnc:23)c1OC,-5.466853,-3.007749,2.459104,1.0,3.581093543868951,393.95299999887357,575.3259999983129,triple,SH,DHI,Unmethlyated,7 - DHI,triple
0_83_triple_A,COc1cc2cc[nH]c2c(C#CC2:nc(C#N)cc3nsnc:23)c1OC,-5.734765,-3.295113,2.439652,1.0,3.4720805663867367,100000000.0,100000000.0,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_84_triple_A,COc1cc2cc[nH]c2c(C#CC2:nncc3nsnc:23)c1OC,-5.539465,-3.108267,2.431198,1.0,3.4445609358581493,100000000.0,100000000.0,triple,none,DHI,Unmethlyated,7 - DHI,triple
0_89_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3ncc(C=O)nc:23)c1OC,-5.427335,-2.981197,2.446138,1.0,3.4682073356175067,390.6709999937448,574.4459999987157,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_91_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3ncc(C(F)(F)F)nc:23)c1OC,-5.297307,-2.985469,2.311838,1.0,3.406035003279995,446.74099999974715,622.070999997959,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_92_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3ncc(F)nc:23)c1OC,-5.128949,-2.669545,2.459404,1.0,3.4571012361766424,467.22499999305,533.4729999958654,triple,F,DHI,Unmethlyated,7 - DHI,triple
0_95_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3ncc(Br)nc:23)c1OC,-5.191518,-2.780703,2.410816,1.0,3.441745466945873,398.54200000991113,524.7829999862006,triple,Br,DHI,Unmethlyated,7 - DHI,triple
0_96_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3nccnc:23)c1OC,-5.095953,-2.598967,2.496987,1.0,3.2568901666273806,387.14700000855373,500.966999999946,triple,none,DHI,Unmethlyated,7 - DHI,triple
0_98_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3ncc(C#N)nc:23)c1OC,-5.307779,-3.217428,2.090351,1.0,3.459151951002122,325.58699999935925,552.4290000030305,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_103_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3nc(C=O)cnc:23)c1OC,-5.240087,-3.062224,2.177863,1.0,3.466403643309814,414.0370000022813,532.8390000067884,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_104_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.438018,-3.296455,2.141563,1.0,3.537743474555556,588.0349999933969,630.9839999958058,triple,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,triple
0_105_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3nc(C(F)(F)F)cnc:23)c1OC,-5.339788,-2.950644,2.389144,1.0,3.4195726858505893,442.17099999514176,606.7239999974845,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_109_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3nc(Br)cnc:23)c1OC,-5.252572,-2.801674,2.450898,1.0,3.458851236176642,422.84400001517497,518.1870000087656,triple,Br,DHI,Unmethlyated,7 - DHI,triple
0_111_triple_A,COc1cc2cc[nH]c2c(C#CC2:scc3nc(C#N)cnc:23)c1OC,-5.362641,-3.168643,2.193998,1.0,3.470014720232891,381.6599999991013,521.8390000009094,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_143_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C=O)ccc3nonc:23)c1OC,-5.573652,-3.140035,2.433616,1.0,3.2209094894636605,100000000.0,100000000.0,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_145_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C(F)(F)F)ccc3nonc:23)c1OC,-5.473185,-3.027134,2.446051,1.0,3.171623124020014,424.45500000030734,100000000.0,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_152_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C#N)ccc3nonc:23)c1OC,-5.538089,-3.128384,2.409705,1.0,3.1704891817713534,298.33500000313506,644.890999999916,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_157_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(C=O)cc3nonc:23)c1OC,-5.482322,-3.207524,2.274798,1.0,3.2624553356175072,409.39699999944423,100000000.0,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_158_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.564477,-3.201376,2.363101,1.0,3.2154488299596444,569.4359999979497,100000000.0,triple,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,triple
0_165_triple_A,COc1cc2cc[nH]c2c(C#CC2:cc(C#N)cc3nonc:23)c1OC,-5.582343,-3.255317,2.327027,1.0,3.2326750279251986,373.2769999987795,824.745999998413,triple,cyanide,DHI,Unmethlyated,7 - DHI,triple
0_166_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(OC(C)=O)ncc3nonc:23)c1OC,-5.532921,-3.081217,2.451705,1.0,3.347335044662663,591.9450000073994,773.58799999638,triple,Acetate,DHI,Unmethlyated,7 - DHI,triple
0_169_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(OC)ncc3nonc:23)c1OC,-5.275929,-3.041878,2.234051,1.0,3.2582627202328904,526.0710000002291,658.0150000008871,triple,Methoxy,DHI,Unmethlyated,7 - DHI,triple
0_170_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C=O)ncc3nonc:23)c1OC,-5.653794,-3.398747,2.255047,1.0,3.437282412540584,338.28899999934947,749.7709999952349,triple,carbonyl,DHI,Unmethlyated,7 - DHI,triple
0_171_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(S(=O)(=O)O)ncc3nonc:23)c1OC,-5.611903,-3.581592,2.030311,1.0,3.4452511668632466,480.068000004394,100000000.0,triple,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,triple
0_172_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.611001,-3.381973,2.229028,1.0,3.377788849433842,455.3190000005998,810.1240000105463,triple,Trifloro,DHI,Unmethlyated,7 - DHI,triple
0_173_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(F)ncc3nonc:23)c1OC,-5.469913,-3.243534,2.226379,1.0,3.352147390022796,518.2029999996303,638.4529999995721,triple,F,DHI,Unmethlyated,7 - DHI,triple
0_174_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(O)ncc3nonc:23)c1OC,-5.248502,-3.049085,2.199417,1.0,3.3880108515612566,538.2249999966007,596.3899999987916,triple,OH,DHI,Unmethlyated,7 - DHI,triple
0_175_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(S)ncc3nonc:23)c1OC,-5.36999,-3.091721,2.27827,1.0,3.4998012361766424,493.8929999989341,574.6390000058454,triple,SH,DHI,Unmethlyated,7 - DHI,triple
0_176_triple_A,COc1cc2cc[nH]c2c(C#CC2:c(Br)ncc3nonc:23)c1OC,-5.612555,-3.343983,2.268572,1.0,3.385395466945872,485.450000007404,719.0869999903953,triple,Br,DHI,Unmethlyated,7 - DHI,triple
