Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Anionic Reorganisation Energy /eV,Cationic Reorganisation Energy /eV,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
4_213_triple_A,COc1cc2c(ccn2C)c(C#CC2:occ3nc(C=O)cnc:23)c1OC,-5.11467,-2.729751,2.384919,1.0,3.455440647152707,452.24600000074133,421.9249999950989,triple,carbonyl,DHI,Methylated,4 - DHI,triple
4_214_triple_A,COc1cc2c(ccn2C)c(C#CC2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.320062,-2.972465,2.347597,1.0,3.529035861692167,624.2619999902672,517.5929999968503,triple,Sulfonic Acid,DHI,Methylated,4 - DHI,triple
4_221_triple_A,COc1cc2c(ccn2C)c(C#CC2:occ3nc(C#N)cnc:23)c1OC,-5.297774,-2.890492,2.407282,1.0,3.458957929869989,398.8739999986137,307.371000002604,triple,cyanide,DHI,Methylated,4 - DHI,triple
4_330_triple_A,COc1cc2c(ccn2C)c(C#CC2:cccc3ncc(C#N)nc:23)c1OC,-5.111234,-2.627303,2.48393,1.0,3.013916198508816,306.54299999878276,369.3269999930635,triple,cyanide,DHI,Methylated,4 - DHI,triple
4_58_imine_A,CNc1ncc2nsnc2:C:1N=Cc1c(OC)c(OC)cc2c1ccn2C,-4.781635,-2.337831,2.443804,0.980467837425294,3.3254072805193404,448.9099999991595,434.9579999980051,imine,Amine,DHI,Methylated,4 - DHI,imine
4_62_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(C(F)(F)F)ncc3nsnc:23)c1OC,-5.340159,-2.850029,2.49013,0.8971332815238227,3.370952101008406,423.10499999439344,448.83500000287313,imine,Trifloro,DHI,Methylated,4 - DHI,imine
4_63_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(F)ncc3nsnc:23)c1OC,-5.167317,-2.811832,2.355486,0.9968465333550536,3.339266911501083,351.8560000011348,336.103000001458,imine,F,DHI,Methylated,4 - DHI,imine
4_69_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(C#N)ncc3nsnc:23)c1OC,-5.530517,-3.103555,2.426962,0.9685624290137772,3.387294193606253,283.8989999945625,596.0369999957038,imine,cyanide,DHI,Methylated,4 - DHI,imine
4_89_imine_A,COc1cc2c(ccn2C)c(C=NC2:scc3ncc(C=O)nc:23)c1OC,-5.23368,-2.758108,2.475572,0.9812202707229276,3.3618550327670924,338.5570000100415,398.95200000319164,imine,carbonyl,DHI,Methylated,4 - DHI,imine
4_98_imine_A,COc1cc2c(ccn2C)c(C=NC2:scc3ncc(C#N)nc:23)c1OC,-5.274416,-2.793365,2.48105,0.968144567514594,3.3530348529469123,316.78399999509566,386.1929999984568,imine,cyanide,DHI,Methylated,4 - DHI,imine
4_103_imine_A,COc1cc2c(ccn2C)c(C=NC2:scc3nc(C=O)cnc:23)c1OC,-5.159678,-2.678131,2.481547,0.991963862441906,3.360098189610249,326.6250000015134,393.37399999203626,imine,carbonyl,DHI,Methylated,4 - DHI,imine
4_104_imine_A,COc1cc2c(ccn2C)c(C=NC2:scc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.408914,-2.938707,2.470207,0.9659030069670358,3.438401673657978,493.5310000000754,100000000.0,imine,Sulfonic Acid,DHI,Methylated,4 - DHI,imine
4_111_imine_A,COc1cc2c(ccn2C)c(C=NC2:scc3nc(C#N)cnc:23)c1OC,-5.264621,-2.797968,2.466652,0.9912180370962488,3.363615472327533,288.43700000288663,372.825999998895,imine,cyanide,DHI,Methylated,4 - DHI,imine
4_168_imine_A,CNc1ncc2nonc2:C:1N=Cc1c(OC)c(OC)cc2c1ccn2C,-4.920637,-2.427833,2.492804,0.9859372135438274,3.2889145732266325,481.3319999957457,449.00000000052387,imine,Amine,DHI,Methylated,4 - DHI,imine
4_171_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(S(=O)(=O)O)ncc3nonc:23)c1OC,-5.675207,-3.41378,2.261428,0.9629726599921016,3.402058083914389,409.1999999945983,100000000.0,imine,Sulfonic Acid,DHI,Methylated,4 - DHI,imine
4_172_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.443982,-2.973647,2.470335,0.9360457980584111,3.336261502717808,410.7450000010431,448.0210000037914,imine,Trifloro,DHI,Methylated,4 - DHI,imine
4_174_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(O)ncc3nonc:23)c1OC,-5.1239,-2.633333,2.490568,0.9954314911052872,3.33618894892312,384.676000001491,338.489000001573,imine,OH,DHI,Methylated,4 - DHI,imine
4_176_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(Br)ncc3nonc:23)c1OC,-5.394826,-2.905682,2.489144,0.9422563116583582,3.3336442503784216,440.431000009994,374.3180000019492,imine,Br,DHI,Methylated,4 - DHI,imine
4_179_imine_A,COc1cc2c(ccn2C)c(C=NC2:c(C#N)ncc3nonc:23)c1OC,-5.650454,-3.236596,2.413858,0.9968184435766791,3.3508014863135456,266.8689999991329,414.6790000013425,imine,cyanide,DHI,Methylated,4 - DHI,imine
4_199_imine_A,COc1cc2c(ccn2C)c(C=NC2:occ3ncc(C=O)nc:23)c1OC,-5.188841,-2.740482,2.448359,0.9999302013809724,3.462031056743116,330.4029999999329,405.8999999979278,imine,carbonyl,DHI,Methylated,4 - DHI,imine
4_200_imine_A,COc1cc2c(ccn2C)c(C=NC2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.515524,-3.020764,2.49476,0.9997099905230868,3.5539418445981488,426.7580000014277,549.6370000037132,imine,Sulfonic Acid,DHI,Methylated,4 - DHI,imine
4_208_imine_A,COc1cc2c(ccn2C)c(C=NC2:occ3ncc(C#N)nc:23)c1OC,-5.240211,-2.804188,2.436023,0.9965316337832544,3.4532108769229373,294.08800000237534,389.9460000102408,imine,cyanide,DHI,Methylated,4 - DHI,imine
4_214_imine_A,COc1cc2c(ccn2C)c(C=NC2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.356229,-2.939467,2.416762,0.999293623207688,3.533630733487037,501.22999999439344,533.0570000005537,imine,Sulfonic Acid,DHI,Methylated,4 - DHI,imine
4_221_imine_A,COc1cc2c(ccn2C)c(C=NC2:occ3nc(C#N)cnc:23)c1OC,-5.229928,-2.787891,2.442037,0.9999226607524788,3.463791496303556,295.6609999964712,387.0719999977154,imine,cyanide,DHI,Methylated,4 - DHI,imine
4_47_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:cc(C=O)cc2nsnc:12,-4.98316,-2.591982,2.391178,0.8984314537368474,3.256218378067958,301.6369999968447,300.28000000311295,thio,carbonyl,DHI,Methylated,4 - DHI,thio
4_48_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:cc(S(=O)(=O)O)cc2nsnc:12,-5.145375,-2.655718,2.489657,0.9016514719631868,3.243203278657834,418.4910000185482,357.3659999965457,thio,Sulfonic Acid,DHI,Methylated,4 - DHI,thio
4_67_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:cncc2nsnc:12,-4.927042,-2.447177,2.479865,0.8950070754431884,3.2104717071567954,327.7250000028289,299.5100000043749,thio,none,DHI,Methylated,4 - DHI,thio
4_74_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:nc(C=O)cc2nsnc:12,-5.189316,-2.743229,2.446087,0.8974464046455897,3.397300034872691,406.10499999456806,312.58900000102585,thio,carbonyl,DHI,Methylated,4 - DHI,thio
4_75_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:nc(S(=O)(=O)O)cc2nsnc:12,-5.536829,-3.094194,2.442635,0.8602138611853106,3.4613938859452844,447.94199999887496,322.9250000003958,thio,Sulfonic Acid,DHI,Methylated,4 - DHI,thio
4_83_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:nc(C#N)cc2nsnc:12,-5.284466,-2.815818,2.468648,0.9000677541495912,3.406861488803376,397.7729999969597,323.6329999999725,thio,cyanide,DHI,Methylated,4 - DHI,thio
4_84_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:nncc2nsnc:12,-5.101088,-2.655747,2.445342,0.8805939013768684,3.3133019397149344,460.88400000007823,308.6570000014035,thio,none,DHI,Methylated,4 - DHI,thio
4_89_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2ncc(C=O)nc:12,-4.886923,-2.551932,2.334991,0.9333724848936326,3.3449646164449653,286.6939999948954,336.1010000007809,thio,carbonyl,DHI,Methylated,4 - DHI,thio
4_90_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2ncc(S(=O)(=O)O)nc:12,-5.301055,-2.853432,2.447623,0.8373428999790766,3.445972185540425,393.5370000108378,383.02500000281725,thio,Sulfonic Acid,DHI,Methylated,4 - DHI,thio
4_91_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2ncc(C(F)(F)F)nc:12,-4.842879,-2.371804,2.471076,0.915054612856383,3.3191282989007496,379.60499999462627,348.545999993803,thio,Trifloro,DHI,Methylated,4 - DHI,thio
4_98_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2ncc(C#N)nc:12,-4.898902,-2.604066,2.294836,0.9064438166732856,3.33750138736635,263.1690000052913,304.9890000038431,thio,cyanide,DHI,Methylated,4 - DHI,thio
4_103_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2nc(C=O)cnc:12,-4.801491,-2.506559,2.294932,0.8987313377733659,3.3434780568507128,341.6189999989001,331.2969999969937,thio,carbonyl,DHI,Methylated,4 - DHI,thio
4_105_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2nc(C(F)(F)F)cnc:12,-4.85378,-2.36972,2.48406,0.9069077021784172,3.3303859507226123,400.7839999976568,345.9050000019488,thio,Trifloro,DHI,Methylated,4 - DHI,thio
4_111_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:scc2nc(C#N)cnc:12,-4.916465,-2.606273,2.310192,0.8980327691072307,3.346454219149951,292.3599999921862,317.6699999967241,thio,cyanide,DHI,Methylated,4 - DHI,thio
4_199_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:occ2ncc(C=O)nc:12,-4.910693,-2.551399,2.359295,0.9054309243284856,3.402899358625861,332.0069999972475,345.51400000054855,thio,carbonyl,DHI,Methylated,4 - DHI,thio
4_200_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:occ2ncc(S(=O)(=O)O)nc:12,-5.191689,-2.782766,2.408923,0.934551083569952,3.5014675701558104,415.1590000037686,437.93800001003547,thio,Sulfonic Acid,DHI,Methylated,4 - DHI,thio
4_208_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:occ2ncc(C#N)nc:12,-4.928949,-2.519294,2.409655,0.9009140698624204,3.395436129547248,296.57399999996414,311.54200000310084,thio,cyanide,DHI,Methylated,4 - DHI,thio
4_213_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:occ2nc(C=O)cnc:12,-4.801549,-2.465596,2.335953,0.8931025499855975,3.4014127990316085,387.127000001783,343.8979999991716,thio,carbonyl,DHI,Methylated,4 - DHI,thio
4_214_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:occ2nc(S(=O)(=O)O)cnc:12,-5.076708,-2.722175,2.354534,0.9410134804330246,3.484149675418968,480.72099999990314,493.6279999965336,thio,Sulfonic Acid,DHI,Methylated,4 - DHI,thio
4_221_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:occ2nc(C#N)cnc:12,-4.921103,-2.554712,2.366391,0.8896331648845628,3.404388961330847,327.2140000044601,330.4869999992661,thio,cyanide,DHI,Methylated,4 - DHI,thio
4_330_thio_A,COc1cc(-c2c(OC)c(OC)cc3c2ccn3C)sc1C1:cccc2ncc(C#N)nc:12,-4.964032,-2.470428,2.493604,0.9063534187089386,3.0539906362328164,284.58699999464443,314.3329999948037,thio,cyanide,DHI,Methylated,4 - DHI,thio
5_74_single_A,COc1cc2cc(C3:nc(C=O)cc4nsnc:34)n(C)c2cc1OC,-5.235645,-2.961138,2.274507,0.9847165624618948,3.072393381355408,307.2350000002188,292.7680000066175,single,carbonyl,DHI,Methylated,2 - DHI,single
5_75_single_A,COc1cc2cc(C3:nc(S(=O)(=O)O)cc4nsnc:34)n(C)c2cc1OC,-5.737814,-3.334693,2.403121,0.849609336120506,3.1393985772226367,475.4670000038459,448.2730000017909,single,Sulfonic Acid,DHI,Methylated,2 - DHI,single
5_77_single_A,COc1cc2cc(C3:nc(F)cc4nsnc:34)n(C)c2cc1OC,-5.179534,-2.684954,2.49458,0.9973086335916176,3.0177443424515573,329.5730000027106,280.7790000006207,single,F,DHI,Methylated,2 - DHI,single
5_80_single_A,COc1cc2cc(C3:nc(Br)cc4nsnc:34)n(C)c2cc1OC,-5.229543,-2.806283,2.423259,0.9990883275304836,3.0229529397366246,340.6989999930374,281.7369999975199,single,Br,DHI,Methylated,2 - DHI,single
5_81_single_A,COc1cc2cc(C3:nccc4nsnc:34)n(C)c2cc1OC,-5.035244,-2.557016,2.478228,0.988150509365929,2.7502502624843235,328.40500000020256,292.23800000181654,single,none,DHI,Methylated,2 - DHI,single
5_83_single_A,COc1cc2cc(C3:nc(C#N)cc4nsnc:34)n(C)c2cc1OC,-5.335197,-3.033538,2.301659,0.9938078924028192,3.084648202590511,256.7259999923408,600.8550000042305,single,cyanide,DHI,Methylated,2 - DHI,single
5_84_single_A,COc1cc2cc(C3:nncc4nsnc:34)n(C)c2cc1OC,-5.429113,-3.011976,2.417137,0.992523134775484,2.9768761366101977,346.8880000000354,633.0359999992652,single,none,DHI,Methylated,2 - DHI,single
5_173_single_A,COc1cc2cc(C3:c(F)ncc4nonc:34)n(C)c2cc1OC,-5.159945,-2.944814,2.21513,0.8333274664299184,2.961985066433458,429.7260000021197,325.3289999993285,single,F,DHI,Methylated,2 - DHI,single
5_184_single_A,COc1cc2cc(C3:nc(C=O)cc4nonc:34)n(C)c2cc1OC,-5.421115,-3.045961,2.375154,0.9968539140226054,3.022207899231897,334.885000003851,287.8320000017993,single,carbonyl,DHI,Methylated,2 - DHI,single
5_194_single_A,COc1cc2cc(C3:nncc4nonc:34)n(C)c2cc1OC,-5.379541,-2.96996,2.40958,0.9977471149542096,2.934301311435372,385.6579999992391,298.60399999961373,single,none,DHI,Methylated,2 - DHI,single
5_199_single_A,COc1cc2cc(C3:occ4ncc(C=O)nc:34)n(C)c2cc1OC,-4.960926,-2.694384,2.266542,0.9999999476502328,3.102476588289319,334.83100000376,322.6490000015474,single,carbonyl,DHI,Methylated,2 - DHI,single
5_200_single_A,COc1cc2cc(C3:occ4ncc(S(=O)(=O)O)nc:34)n(C)c2cc1OC,-5.291369,-2.943843,2.347526,0.9882038426751828,3.21184350029956,655.2329999976791,460.8029999944847,single,Sulfonic Acid,DHI,Methylated,2 - DHI,single
5_202_single_A,COc1cc2cc(C3:occ4ncc(F)nc:34)n(C)c2cc1OC,-4.716989,-2.256184,2.460804,0.9999999994210674,3.077916061908571,437.2929999954067,347.1989999998186,single,F,DHI,Methylated,2 - DHI,single
5_205_single_A,COc1cc2cc(C3:occ4ncc(Br)nc:34)n(C)c2cc1OC,-4.807365,-2.383892,2.423473,0.9999999998918844,3.0616570121348143,391.28000001073815,334.3599999934668,single,Br,DHI,Methylated,2 - DHI,single
5_208_single_A,COc1cc2cc(C3:occ4ncc(C#N)nc:34)n(C)c2cc1OC,-5.01128,-2.775752,2.235527,0.9999999999414868,3.0929110411603915,297.340000004624,303.1080000000656,single,cyanide,DHI,Methylated,2 - DHI,single
5_213_single_A,COc1cc2cc(C3:occ4nc(C=O)cnc:34)n(C)c2cc1OC,-4.985625,-2.773014,2.212611,0.9987871186363536,3.100571279513588,403.1599999980244,333.1699999980628,single,carbonyl,DHI,Methylated,2 - DHI,single
5_214_single_A,COc1cc2cc(C3:occ4nc(S(=O)(=O)O)cnc:34)n(C)c2cc1OC,-5.120594,-2.947804,2.17279,0.999976761142468,3.18990750029956,573.7820000067586,705.562999995891,single,Sulfonic Acid,DHI,Methylated,2 - DHI,single
5_215_single_A,COc1cc2cc(C3:occ4nc(C(F)(F)F)cnc:34)n(C)c2cc1OC,-5.057043,-2.57825,2.478793,0.9989106524015416,3.0654342695303285,505.3639999969164,585.9689999997499,single,Trifloro,DHI,Methylated,2 - DHI,single
5_221_single_A,COc1cc2cc(C3:occ4nc(C#N)cnc:34)n(C)c2cc1OC,-5.114756,-2.875846,2.23891,0.9967213289442644,3.1043857973900764,335.5589999955555,317.5080000000889,single,cyanide,DHI,Methylated,2 - DHI,single
5_31_double_A,CNc1ccc2nsnc2:C:1C=Cc1cc2cc(OC)c(OC)cc2n1C,-4.530993,-2.086025,2.444968,0.9225882893980932,3.007312575224635,359.9450000037905,422.6150000031339,double,Amine,DHI,Methylated,2 - DHI,double
5_32_double_A,COc1cc2cc(C=CC3:c(OC)ccc4nsnc:34)n(C)c2cc1OC,-4.617679,-2.247317,2.370362,0.9921161182104375,2.8621005872126464,318.2279999964521,458.1209999960265,double,Methoxy,DHI,Methylated,2 - DHI,double
5_33_double_A,COc1cc2cc(C=CC3:c(C=O)ccc4nsnc:34)n(C)c2cc1OC,-5.232657,-2.775407,2.45725,0.915439786411133,3.029935752047812,312.4349999925471,548.9349999988917,double,carbonyl,DHI,Methylated,2 - DHI,double
5_34_double_A,COc1cc2cc(C=CC3:c(S(=O)(=O)O)ccc4nsnc:34)n(C)c2cc1OC,-5.183865,-2.911291,2.272574,0.906372323521492,3.0517247505810543,358.78199999569915,543.98499999661,double,Sulfonic Acid,DHI,Methylated,2 - DHI,double
5_35_double_A,COc1cc2cc(C=CC3:c(C(F)(F)F)ccc4nsnc:34)n(C)c2cc1OC,-4.87869,-2.599007,2.279682,0.9436844338663968,3.0281538104101147,303.3179999983986,308.562999991409,double,Trifloro,DHI,Methylated,2 - DHI,double
5_36_double_A,COc1cc2cc(C=CC3:c(F)ccc4nsnc:34)n(C)c2cc1OC,-4.71758,-2.394558,2.323023,0.9999456063984165,2.900081880316052,268.4740000040619,307.1029999991879,double,F,DHI,Methylated,2 - DHI,double
5_39_double_A,COc1cc2cc(C=CC3:c(Br)ccc4nsnc:34)n(C)c2cc1OC,-4.804745,-2.484909,2.319836,0.9993179292112848,2.968049655783826,238.7809999927412,289.9880000040866,double,Br,DHI,Methylated,2 - DHI,double
5_40_double_A,COc1cc2cc(C=CC3:cccc4nsnc:34)n(C)c2cc1OC,-4.869048,-2.428489,2.440559,0.9999248415542178,2.737051236176642,256.0220000013942,537.0459999976447,double,none,DHI,Methylated,2 - DHI,double
5_41_double_A,COc1cc2cc(C=CC3:c(C)ccc4nsnc:34)n(C)c2cc1OC,-4.700697,-2.245126,2.455571,0.9697393594058692,2.89065526908944,279.0679999961867,330.8149999938905,double,methyl,DHI,Methylated,2 - DHI,double
5_42_double_A,COc1cc2cc(C=CC3:c(C#N)ccc4nsnc:34)n(C)c2cc1OC,-4.970657,-2.786474,2.184183,0.9980708779451476,3.02347661118867,201.60000000760192,256.49300000077346,double,cyanide,DHI,Methylated,2 - DHI,double
5_43_double_A,COc1cc2cc(C=CC3:cc(OC(C)=O)cc4nsnc:34)n(C)c2cc1OC,-4.76295,-2.356148,2.406802,0.9739572425336718,2.985151975930231,335.9749999945052,353.88999999850057,double,Acetate,DHI,Methylated,2 - DHI,double
5_44_double_A,COc1cc2cc(C=CC3:cc(NC(C)=O)cc4nsnc:34)n(C)c2cc1OC,-4.663088,-2.272016,2.391073,0.9998369179812884,2.942960043472445,277.8410000028088,313.1929999944987,double,Amide,DHI,Methylated,2 - DHI,double
5_47_double_A,COc1cc2cc(C=CC3:cc(C=O)cc4nsnc:34)n(C)c2cc1OC,-4.849056,-2.728341,2.120715,0.9998685076449044,3.0643371506492105,282.3199999984354,302.1709999957238,double,carbonyl,DHI,Methylated,2 - DHI,double
5_48_double_A,COc1cc2cc(C=CC3:cc(S(=O)(=O)O)cc4nsnc:34)n(C)c2cc1OC,-4.975528,-2.809494,2.166033,0.9986402966385954,3.053521331777634,374.735999997938,561.2189999956172,double,Sulfonic Acid,DHI,Methylated,2 - DHI,double
5_49_double_A,COc1cc2cc(C=CC3:cc(C(F)(F)F)cc4nsnc:34)n(C)c2cc1OC,-5.085386,-2.693423,2.391963,0.9984058120634032,3.002856374512679,310.0210000047809,557.1360000030836,double,Trifloro,DHI,Methylated,2 - DHI,double
5_50_double_A,COc1cc2cc(C=CC3:cc(F)cc4nsnc:34)n(C)c2cc1OC,-4.848128,-2.427014,2.421114,0.9999148423618331,2.9378874936216643,257.5470000010682,297.5190000070142,double,F,DHI,Methylated,2 - DHI,double
5_52_double_A,COc1cc2cc(C=CC3:cc(S)cc4nsnc:34)n(C)c2cc1OC,-4.801203,-2.373632,2.42757,0.9996275416512364,3.2269895726237445,338.6389999941457,296.72699999355245,double,SH,DHI,Methylated,2 - DHI,double
5_53_double_A,COc1cc2cc(C=CC3:cc(Br)cc4nsnc:34)n(C)c2cc1OC,-4.880754,-2.541963,2.338792,0.999937670795599,2.9553542295884,248.3720000018365,295.8339999895543,double,Br,DHI,Methylated,2 - DHI,double
5_54_double_A,COc1cc2cc(C=CC3:cc(C)cc4nsnc:34)n(C)c2cc1OC,-4.707577,-2.235262,2.472315,0.9981979790266352,2.9061723169064866,251.94100000226172,312.3330000016722,double,methyl,DHI,Methylated,2 - DHI,double
5_55_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nsnc:34)n(C)c2cc1OC,-4.99153,-2.831689,2.159842,0.999551521284494,3.0474070807191405,228.7790000045788,281.0609999942244,double,cyanide,DHI,Methylated,2 - DHI,double
5_56_double_A,COc1cc2cc(C=CC3:c(OC(C)=O)ncc4nsnc:34)n(C)c2cc1OC,-4.850405,-2.71813,2.132275,0.987859269521389,3.1987103248983377,346.29600000334904,377.46200000401586,double,Acetate,DHI,Methylated,2 - DHI,double
5_57_double_A,COc1cc2cc(C=CC3:c(NC(C)=O)ncc4nsnc:34)n(C)c2cc1OC,-5.072432,-2.753965,2.318467,0.9518545067359708,3.127454977806404,371.5569999985746,608.8240000026417,double,Amide,DHI,Methylated,2 - DHI,double
5_58_double_A,CNc1ncc2nsnc2:C:1C=Cc1cc2cc(OC)c(OC)cc2n1C,-4.663595,-2.544438,2.119156,0.9873646664280348,3.157430057742117,401.6899999987799,398.630999996385,double,Amine,DHI,Methylated,2 - DHI,double
5_59_double_A,COc1cc2cc(C=CC3:c(OC)ncc4nsnc:34)n(C)c2cc1OC,-4.598312,-2.582644,2.015668,0.99966614351099,3.115409678121738,324.5679999963613,317.0290000052773,double,Methoxy,DHI,Methylated,2 - DHI,double
5_61_double_A,COc1cc2cc(C=CC3:c(S(=O)(=O)O)ncc4nsnc:34)n(C)c2cc1OC,-5.130492,-3.23309,1.897402,0.9839467512199772,3.2919982548545583,319.244999998773,285.9250000037718,double,Sulfonic Acid,DHI,Methylated,2 - DHI,double
5_62_double_A,COc1cc2cc(C=CC3:c(C(F)(F)F)ncc4nsnc:34)n(C)c2cc1OC,-5.169289,-3.063585,2.105704,0.999898046172859,3.211270049726353,267.9149999967194,538.5180000012042,double,Trifloro,DHI,Methylated,2 - DHI,double
5_63_double_A,COc1cc2cc(C=CC3:c(F)ncc4nsnc:34)n(C)c2cc1OC,-5.005786,-2.945634,2.060152,0.9999449164727714,3.164479801313973,307.8410000016447,289.7489999959362,double,F,DHI,Methylated,2 - DHI,double
5_64_double_A,COc1cc2cc(C=CC3:c(O)ncc4nsnc:34)n(C)c2cc1OC,-4.631082,-2.625083,2.005999,0.9996068036408792,3.2157180549522257,329.53100000304397,308.2930000018677,double,OH,DHI,Methylated,2 - DHI,double
5_65_double_A,COc1cc2cc(C=CC3:c(S)ncc4nsnc:34)n(C)c2cc1OC,-4.963311,-2.767438,2.195873,0.9990412278246146,3.3244870778212494,293.1939999980386,524.4279999969876,double,SH,DHI,Methylated,2 - DHI,double
5_66_double_A,COc1cc2cc(C=CC3:c(Br)ncc4nsnc:34)n(C)c2cc1OC,-4.919569,-2.851694,2.067875,0.9996380583784475,3.213173356407527,297.2940000036033,274.1160000150557,double,Br,DHI,Methylated,2 - DHI,double
5_67_double_A,COc1cc2cc(C=CC3:cncc4nsnc:34)n(C)c2cc1OC,-4.850084,-2.657187,2.192897,0.9925522402062664,3.036258928484335,280.4280000054859,299.2010000016307,double,none,DHI,Methylated,2 - DHI,double
5_68_double_A,COc1cc2cc(C=CC3:c(C)ncc4nsnc:34)n(C)c2cc1OC,-4.892036,-2.718802,2.173234,0.997717603785671,3.0848849988191693,287.0190000030561,316.9229999984964,double,methyl,DHI,Methylated,2 - DHI,double
5_69_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nsnc:34)n(C)c2cc1OC,-5.085492,-3.036471,2.049021,0.9986080642558406,3.2193169708290315,212.4589999948511,100000000.0,double,cyanide,DHI,Methylated,2 - DHI,double
5_70_double_A,COc1cc2cc(C=CC3:nc(OC(C)=O)cc4nsnc:34)n(C)c2cc1OC,-4.948538,-2.645471,2.303067,0.998571953889516,3.229433589438674,305.6979999964824,321.5009999985341,double,Acetate,DHI,Methylated,2 - DHI,double
5_71_double_A,COc1cc2cc(C=CC3:nc(NC(C)=O)cc4nsnc:34)n(C)c2cc1OC,-4.949003,-2.552058,2.396944,0.999974086143997,3.137574490001525,278.87699999701,305.5359999998472,double,Amide,DHI,Methylated,2 - DHI,double
5_72_double_A,CNc1cc2nsnc2:C(C=Cc2cc3cc(OC)c(OC)cc3n2C):n1,-4.789361,-2.296778,2.492583,0.9995287366348872,3.185570117682176,321.3830000022426,289.5150000040303,double,Amine,DHI,Methylated,2 - DHI,double
5_73_double_A,COc1cc2nsnc2:C(C=Cc2cc3cc(OC)c(OC)cc3n2C):n1,-4.886932,-2.540122,2.34681,0.9999550156811844,3.12412736043942,265.3419999987818,499.6330000067246,double,Methoxy,DHI,Methylated,2 - DHI,double
5_74_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nsnc:34)n(C)c2cc1OC,-5.05531,-2.92239,2.13292,0.9999808256625196,3.267519568231627,236.246000007668,305.1140000025043,double,carbonyl,DHI,Methylated,2 - DHI,double
5_75_double_A,COc1cc2cc(C=CC3:nc(S(=O)(=O)O)cc4nsnc:34)n(C)c2cc1OC,-5.336309,-3.150772,2.185538,0.9972101544848816,3.316377742034046,397.60499999829335,445.2499999970314,double,Sulfonic Acid,DHI,Methylated,2 - DHI,double
5_76_double_A,COc1cc2cc(C=CC3:nc(C(F)(F)F)cc4nsnc:34)n(C)c2cc1OC,-5.24677,-2.916556,2.330213,0.999989667083049,3.212446118102422,249.4250000017928,663.0970000041998,double,Trifloro,DHI,Methylated,2 - DHI,double
5_77_double_A,COc1cc2cc(C=CC3:nc(F)cc4nsnc:34)n(C)c2cc1OC,-5.007962,-2.708321,2.299641,0.999994078470822,3.206783543517714,256.9479999947361,513.4499999912805,double,F,DHI,Methylated,2 - DHI,double
5_78_double_A,COc1cc2cc(C=CC3:nc(O)cc4nsnc:34)n(C)c2cc1OC,-4.951081,-2.5708,2.38028,0.9998419439660522,3.2152465372807075,261.5739999964717,289.2320000028121,double,OH,DHI,Methylated,2 - DHI,double
