Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
6_76_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C(F)(F)F)cc3nsnc:23)c1OC,-5.823525,-3.081027,2.742499,0.8009914468665169,3.1791178061366097,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_77_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(F)cc3nsnc:23)c1OC,-5.890366,-2.922711,2.967655,0.7894614679279429,3.186182071128572,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_78_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(O)cc3nsnc:23)c1OC,-5.64389,-2.744312,2.899578,0.7388184833354589,3.211328962593272,single,OH,DHICA,Unmethlyated,7 - DHICA,single
6_79_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(S)cc3nsnc:23)c1OC,-5.795048,-2.915807,2.879241,0.7398988869794071,3.3597749056912694,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_80_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(Br)cc3nsnc:23)c1OC,-5.659358,-3.036934,2.622425,0.8013970159176279,3.191033915174936,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_81_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nccc3nsnc:23)c1OC,-5.535535,-2.788366,2.747168,0.7853383466147686,2.9608908894810853,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_82_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C)cc3nsnc:23)c1OC,-5.674365,-2.743167,2.931198,0.7847058498480619,3.0308794367766208,single,methyl,DHICA,Unmethlyated,7 - DHICA,single
6_83_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C#N)cc3nsnc:23)c1OC,-5.918266,-3.292194,2.626072,0.7713840236176706,3.246850658194296,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_84_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nncc3nsnc:23)c1OC,-5.801664,-3.156085,2.645579,0.8060924867789901,3.171557195006544,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_85_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(OC(C)=O)nc:23)c1OC,-5.36831,-2.475707,2.892603,0.9303212545666688,3.1716734685297725,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_86_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(NC(C)=O)nc:23)c1OC,-5.275491,-2.384184,2.891306,0.9832547212953164,3.0876649215212257,single,Amide,DHICA,Unmethlyated,7 - DHICA,single
6_89_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(C=O)nc:23)c1OC,-5.811652,-2.936573,2.875079,0.4310658639343329,3.210050860623447,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_90_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(S(=O)(=O)O)nc:23)c1OC,-5.719441,-2.968696,2.750745,0.9539657795561234,3.314952036905842,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_91_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(C(F)(F)F)nc:23)c1OC,-5.582653,-2.789885,2.792767,0.9125175995063468,3.164324921521225,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_92_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(F)nc:23)c1OC,-5.485881,-2.610866,2.875015,0.9299662912081056,3.1865803851433245,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_94_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(S)nc:23)c1OC,-5.347446,-2.456912,2.890534,0.955560536176032,3.375242766597487,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_95_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(Br)nc:23)c1OC,-5.472754,-2.678133,2.794621,0.91672558042897,3.1714349689157157,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_96_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nccnc:23)c1OC,-5.382961,-2.550959,2.832002,0.9613120742631064,2.980037585039048,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_98_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3ncc(C#N)nc:23)c1OC,-5.813425,-3.034761,2.778664,0.4923661526299293,3.2011146258056336,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_99_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(OC(C)=O)cnc:23)c1OC,-5.317669,-2.479184,2.838484,0.9571201223806106,3.182863212119517,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_100_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(NC(C)=O)cnc:23)c1OC,-5.279665,-2.450815,2.82885,0.9699450290531172,3.083516203572508,single,Amide,DHICA,Unmethlyated,7 - DHICA,single
6_103_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(C=O)cnc:23)c1OC,-5.542017,-2.938469,2.603548,0.96187853957294,3.2082709011092767,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_104_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.753691,-3.220402,2.53329,0.9618891809050972,3.294387036905841,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_105_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(C(F)(F)F)cnc:23)c1OC,-5.543527,-2.787682,2.755845,0.9709291054939624,3.1776933830596867,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_106_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(F)cnc:23)c1OC,-5.424719,-2.606955,2.817765,0.9571991532975616,3.197740764490005,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_108_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(S)cnc:23)c1OC,-5.334482,-2.502001,2.832481,0.9583415083835176,3.3864031459441666,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_109_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(Br)cnc:23)c1OC,-5.564849,-2.778104,2.786745,0.963571158248977,3.1883064125405847,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_111_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3nc(C#N)cnc:23)c1OC,-5.571288,-3.007366,2.563921,0.9612772184289252,3.211834463862313,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_139_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(OC(C)=O)ccc3nonc:23)c1OC,-5.659922,-2.499801,3.160121,0.3888883155996271,2.93033842579473,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_140_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(NC(C)=O)ccc3nonc:23)c1OC,-5.829724,-2.431024,3.3987,0.5997533711177191,2.8927367163930207,single,Amide,DHICA,Unmethlyated,7 - DHICA,single
6_142_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(OC)ccc3nonc:23)c1OC,-5.59104,-2.38154,3.2095,0.5783239166727265,2.8310251521214216,single,Methoxy,DHICA,Unmethlyated,7 - DHICA,single
6_143_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C=O)ccc3nonc:23)c1OC,-5.949108,-2.979744,2.969364,0.5763310040722971,3.0024314274250656,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_144_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(S(=O)(=O)O)ccc3nonc:23)c1OC,-6.053493,-3.128328,2.925165,0.3843658391923876,3.000362229213533,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_145_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C(F)(F)F)ccc3nonc:23)c1OC,-5.731134,-2.833604,2.89753,0.374171185112261,2.98705780613661,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_146_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(F)ccc3nonc:23)c1OC,-5.634996,-2.625235,3.00976,0.6276648044538914,2.8567555168609218,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_147_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(O)ccc3nonc:23)c1OC,-5.734212,-2.342451,3.391761,0.7291707157736619,2.899041291360394,single,OH,DHICA,Unmethlyated,7 - DHICA,single
6_148_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(S)ccc3nonc:23)c1OC,-5.80634,-2.555742,3.250598,0.4940144302172525,3.0792328614341558,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_149_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(Br)ccc3nonc:23)c1OC,-5.718289,-2.685554,3.032735,0.342396239125353,2.9328638414130808,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_150_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3nonc:23)c1OC,-5.694453,-2.57711,3.117343,0.7513330032962438,2.719921008657684,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_151_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C)ccc3nonc:23)c1OC,-5.707616,-2.385389,3.322226,0.5029670130080167,2.8536771185469068,single,methyl,DHICA,Unmethlyated,7 - DHICA,single
6_152_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C#N)ccc3nonc:23)c1OC,-5.729759,-3.093943,2.635816,0.5260100870921953,2.987599646048549,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_153_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(OC(C)=O)cc3nonc:23)c1OC,-5.600483,-2.476095,3.124388,0.567436549605604,2.951569195025499,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_154_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(NC(C)=O)cc3nonc:23)c1OC,-5.735542,-2.462126,3.273416,0.766346916002404,2.8826153488716546,single,Amide,DHICA,Unmethlyated,7 - DHICA,single
6_156_single_A,COc1c:C(c2c(OC)c(OC)cc3cc(C(=O)O)[nH]c23):c2nonc2c1,-5.695036,-2.444862,3.250174,0.7220249748129208,2.849405921352192,single,Methoxy,DHICA,Unmethlyated,7 - DHICA,single
6_157_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C=O)cc3nonc:23)c1OC,-5.866397,-3.165352,2.701045,0.7539402095854209,3.0195915488825573,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_158_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.913601,-3.148639,2.764962,0.747913020114714,2.9941764599827643,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_159_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C(F)(F)F)cc3nonc:23)c1OC,-5.846059,-2.928884,2.917175,0.7628992623893696,2.962243767675071,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_160_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(F)cc3nonc:23)c1OC,-5.810057,-2.687762,3.122294,0.7646347625390068,2.89169524288832,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_161_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(O)cc3nonc:23)c1OC,-5.754317,-2.477244,3.277072,0.7653233612914223,2.968994716017928,single,OH,DHICA,Unmethlyated,7 - DHICA,single
6_162_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(S)cc3nonc:23)c1OC,-5.78271,-2.632009,3.150701,0.7560800110178064,3.1748073609072858,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_163_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(Br)cc3nonc:23)c1OC,-5.8291,-2.816704,3.012396,0.7524032706890572,2.9293378140158204,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_164_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C)cc3nonc:23)c1OC,-5.670284,-2.445933,3.224351,0.7482584574690273,2.8609548846164543,single,methyl,DHICA,Unmethlyated,7 - DHICA,single
6_165_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C#N)cc3nonc:23)c1OC,-5.944756,-3.211799,2.732957,0.7548732866319146,2.9943696865343785,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_166_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(OC(C)=O)ncc3nonc:23)c1OC,-5.696738,-2.999447,2.69729,0.4254191308604109,3.17591107536738,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_167_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(NC(C)=O)ncc3nonc:23)c1OC,-5.91241,-2.87632,3.03609,0.6089995827617086,3.1037760326323367,single,Amide,DHICA,Unmethlyated,7 - DHICA,single
6_168_single_A,CNc1ncc2nonc2:C:1c1c(OC)c(OC)cc2cc(C(=O)O)[nH]c12,-5.590065,-2.493625,3.09644,0.4403666056606775,3.1492990387610984,single,Amine,DHICA,Unmethlyated,7 - DHICA,single
6_169_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(OC)ncc3nonc:23)c1OC,-5.545523,-2.826081,2.719442,0.5859234825707755,3.076634059004013,single,Methoxy,DHICA,Unmethlyated,7 - DHICA,single
6_170_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C=O)ncc3nonc:23)c1OC,-5.636165,-3.37782,2.258345,0.4348682332511524,3.250089929449357,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_171_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(S(=O)(=O)O)ncc3nonc:23)c1OC,-5.964362,-3.649798,2.314564,0.4356607858272626,3.270080113828918,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_172_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.798735,-3.239941,2.558794,0.4487902555748629,3.177921844598149,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_173_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(F)ncc3nonc:23)c1OC,-5.725967,-3.15984,2.566127,0.6473928646399858,3.134241923604862,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_174_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(O)ncc3nonc:23)c1OC,-5.565349,-2.890568,2.674781,0.6088974897928049,3.191893135406759,single,OH,DHICA,Unmethlyated,7 - DHICA,single
6_175_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(S)ncc3nonc:23)c1OC,-5.739677,-2.957892,2.781785,0.3872263563282206,3.3021521448904263,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_176_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(Br)ncc3nonc:23)c1OC,-5.800415,-3.188026,2.612389,0.3852658566371556,3.1893135779778863,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_177_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cncc3nonc:23)c1OC,-5.818388,-3.026642,2.791746,0.7604007006231679,3.0015537280509657,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_178_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C)ncc3nonc:23)c1OC,-5.797388,-2.839543,2.957845,0.5205829410732974,3.042781438884103,single,methyl,DHICA,Unmethlyated,7 - DHICA,single
6_179_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:c(C#N)ncc3nonc:23)c1OC,-5.829547,-3.463989,2.365558,0.5296126276183145,3.196086285724662,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_180_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(OC(C)=O)cc3nonc:23)c1OC,-5.610489,-2.876978,2.733511,0.7894269113534341,3.1580221864784903,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_181_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(NC(C)=O)cc3nonc:23)c1OC,-5.752027,-2.719387,3.032641,0.8264676562925655,3.0475521010084057,single,Amide,DHICA,Unmethlyated,7 - DHICA,single
6_182_single_A,CNc1cc2nonc2:C(c2c(OC)c(OC)cc3cc(C(=O)O)[nH]c23):n1,-5.60325,-2.480471,3.122779,0.8267137103313407,3.0910540994898428,single,Amine,DHICA,Unmethlyated,7 - DHICA,single
6_183_single_A,COc1cc2nonc2:C(c2c(OC)c(OC)cc3cc(C(=O)O)[nH]c23):n1,-5.734485,-2.779718,2.954768,0.8442620255937412,3.0474296055627184,single,Methoxy,DHICA,Unmethlyated,7 - DHICA,single
6_184_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C=O)cc3nonc:23)c1OC,-5.833013,-3.298607,2.534406,0.8546550862283034,3.188518269530329,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_185_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.945562,-3.39669,2.548872,0.8455884742327574,3.2532778061366106,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_186_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C(F)(F)F)cc3nonc:23)c1OC,-6.085329,-3.213338,2.87199,0.8723897470705302,3.134578190751995,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_187_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(F)cc3nonc:23)c1OC,-5.785812,-3.006549,2.779263,0.8763644895061652,3.1373715337207733,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_188_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(O)cc3nonc:23)c1OC,-5.783956,-2.825235,2.958721,0.8205672546967427,3.162518425185473,single,OH,DHICA,Unmethlyated,7 - DHICA,single
6_189_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(S)cc3nonc:23)c1OC,-5.771689,-2.924821,2.846868,0.8323989576815797,3.3109643682834715,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_190_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(Br)cc3nonc:23)c1OC,-5.798075,-3.106533,2.691542,0.8706164901274855,3.142223377767138,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_191_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nccc3nonc:23)c1OC,-5.67041,-2.853497,2.816913,0.8575605741498903,2.929602482113804,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_192_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C)cc3nonc:23)c1OC,-5.820465,-2.798117,3.022348,0.8622064261478659,2.982068899368823,single,methyl,DHICA,Unmethlyated,7 - DHICA,single
6_193_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nc(C#N)cc3nonc:23)c1OC,-5.876835,-3.368928,2.507907,0.8710946801767981,3.1999668525262805,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_194_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:nncc3nonc:23)c1OC,-5.761921,-3.209893,2.552028,0.8851013664926589,3.131980596956708,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_195_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(OC(C)=O)nc:23)c1OC,-5.260775,-2.41864,2.842135,0.9893504146768516,3.221829024085328,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_199_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(C=O)nc:23)c1OC,-5.636323,-2.834066,2.802257,0.8731025428613706,3.263506123781341,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_200_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.790878,-3.070671,2.720206,0.998008755216474,3.3657345369058405,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_201_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(C(F)(F)F)nc:23)c1OC,-5.615171,-2.68735,2.927821,0.8700726117583195,3.2151074215212265,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_202_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(F)nc:23)c1OC,-5.378298,-2.579782,2.798517,0.948252875794107,3.242232439937844,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_204_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(S)nc:23)c1OC,-5.307794,-2.432888,2.874906,0.9946282396052982,3.4308948213920063,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_205_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(Br)nc:23)c1OC,-5.450855,-2.703869,2.746986,0.9401768457035043,3.227087023710236,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_206_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nccnc:23)c1OC,-5.257886,-2.427352,2.830534,0.9699958491590668,3.037257303348907,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_208_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3ncc(C#N)nc:23)c1OC,-5.781611,-3.007886,2.773725,0.8679678199884443,3.254569888963528,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_209_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(OC(C)=O)cnc:23)c1OC,-5.316555,-2.482357,2.834198,0.9650977436924713,3.2330187676750715,single,Acetate,DHICA,Unmethlyated,7 - DHICA,single
6_213_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(C=O)cnc:23)c1OC,-5.493364,-3.037411,2.455952,0.9626869920584749,3.261726164267171,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_214_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.731088,-3.190938,2.54015,0.9759314054522176,3.345169536905841,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_215_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(C(F)(F)F)cnc:23)c1OC,-5.551604,-2.820028,2.731576,0.9763186136040152,3.228475883059688,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_216_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(F)cnc:23)c1OC,-5.387328,-2.540032,2.847296,0.972052657360353,3.2533928192845245,single,F,DHICA,Unmethlyated,7 - DHICA,single
6_218_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(S)cnc:23)c1OC,-5.363565,-2.478651,2.884915,0.9783090743629868,3.442055200738688,single,SH,DHICA,Unmethlyated,7 - DHICA,single
6_219_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(Br)cnc:23)c1OC,-5.441874,-2.656224,2.785649,0.970068483686272,3.243958467335104,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_221_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:occ3nc(C#N)cnc:23)c1OC,-5.58153,-3.079537,2.501993,0.9687914617435468,3.265289727020207,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_222_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:scc3sc(=S)sc:23)c1OC,-5.761903,-2.114736,3.647167,0.490155514084566,3.3173751922205987,single,none,DHICA,Unmethlyated,7 - DHICA,single
6_308_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3nc(C=O)cnc:23)c1OC,-5.643697,-2.734544,2.909152,0.6273656318565253,2.853019618664611,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_309_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.758128,-2.866923,2.891204,0.6029940723597306,2.957284968790089,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_310_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3nc(C(F)(F)F)cnc:23)c1OC,-5.792414,-2.475367,3.317047,0.5778365216508529,2.844809157854039,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_314_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3nc(Br)cnc:23)c1OC,-5.638795,-2.36891,3.269885,0.6006519491756431,2.817186285724661,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_317_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3nc(C#N)cnc:23)c1OC,-5.738711,-2.803446,2.935265,0.5992508336107488,2.85644785624981,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_322_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3ncc(C=O)nc:23)c1OC,-5.689187,-2.750871,2.938316,0.5945246959398824,2.8382673304464987,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_323_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3ncc(S(=O)(=O)O)nc:23)c1OC,-6.129291,-2.844475,3.284816,0.6179393039321429,2.961435478521322,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_324_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3ncc(C(F)(F)F)nc:23)c1OC,-5.73171,-2.632158,3.099551,0.6839785484143758,2.8162527167048275,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_328_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3ncc(Br)nc:23)c1OC,-5.600543,-2.352304,3.248239,0.5988928871713483,2.783866245238832,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_330_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cccc3ncc(C#N)nc:23)c1OC,-5.687112,-2.812508,2.874604,0.5922211520010439,2.8296704463179694,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
6_335_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C=O)cc3nccnc:23)c1OC,-5.689571,-2.663411,3.02616,0.6198541708139652,2.896177554399761,single,carbonyl,DHICA,Unmethlyated,7 - DHICA,single
6_336_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(S(=O)(=O)O)cc3nccnc:23)c1OC,-5.72351,-2.651184,3.072327,0.6138089344732791,2.881770047566736,single,Sulfonic Acid,DHICA,Unmethlyated,7 - DHICA,single
6_337_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C(F)(F)F)cc3nccnc:23)c1OC,-5.808224,-2.495414,3.31281,0.6164854503202516,2.8509915489569124,single,Trifloro,DHICA,Unmethlyated,7 - DHICA,single
6_341_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(Br)cc3nccnc:23)c1OC,-5.645516,-2.345414,3.300101,0.6186205649841097,2.801981022566766,single,Br,DHICA,Unmethlyated,7 - DHICA,single
6_343_single_A,COc1cc2cc(C(=O)O)[nH]c2c(C2:cc(C#N)cc3nccnc:23)c1OC,-5.726836,-2.620877,3.105959,0.6174260432756546,2.8719134842926533,single,cyanide,DHICA,Unmethlyated,7 - DHICA,single
