Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
0_303_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(C#N)cc2ccccc:12,-5.226999,-1.752335,3.474663,0.702523863902458,2.8734772942354,thio,cyanide,DHI,Unmethlyated,7 - DHI,thio
0_304_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(OC(C)=O)cnc:12,-4.920028,-1.990902,2.929126,0.903683952232665,3.109962694326269,thio,Acetate,DHI,Unmethlyated,7 - DHI,thio
0_305_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(NC(C)=O)cnc:12,-4.836543,-1.913186,2.923356,0.9073877493121904,3.0270028212096936,thio,Amide,DHI,Unmethlyated,7 - DHI,thio
0_308_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(C=O)cnc:12,-5.043413,-2.505808,2.537606,0.9036972926380172,3.1056652541016216,thio,carbonyl,DHI,Unmethlyated,7 - DHI,thio
0_309_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(S(=O)(=O)O)cnc:12,-5.221136,-2.720115,2.501021,0.907716068269464,3.200518592423016,thio,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,thio
0_310_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(C(F)(F)F)cnc:12,-5.124741,-2.356643,2.768098,0.9021825647606994,3.1032738808845544,thio,Trifloro,DHI,Unmethlyated,7 - DHI,thio
0_311_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(F)cnc:12,-5.000255,-2.103044,2.897211,0.9022223581743698,3.081801197120116,thio,F,DHI,Unmethlyated,7 - DHI,thio
0_312_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(O)cnc:12,-4.88548,-1.886921,2.998559,0.9023770951034796,3.12252911414691,thio,OH,DHI,Unmethlyated,7 - DHI,thio
0_313_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(S)cnc:12,-4.942198,-2.013597,2.928601,0.9010134196639904,3.236546745953305,thio,SH,DHI,Unmethlyated,7 - DHI,thio
0_314_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(Br)cnc:12,-5.052088,-2.213343,2.838744,0.8967465445760262,3.0740629084425013,thio,Br,DHI,Unmethlyated,7 - DHI,thio
0_315_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nccnc:12,-4.90887,-1.966706,2.942164,0.9011537099076836,2.8894177993164405,thio,none,DHI,Unmethlyated,7 - DHI,thio
0_316_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(C)cnc:12,-4.865905,-1.846769,3.019136,0.900470144098833,2.9480769101711086,thio,methyl,DHI,Unmethlyated,7 - DHI,thio
0_317_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2nc(C#N)cnc:12,-5.150453,-2.574342,2.576112,0.8990444619651148,3.1086090668106525,thio,cyanide,DHI,Unmethlyated,7 - DHI,thio
0_318_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(OC(C)=O)nc:12,-4.948409,-1.977637,2.970772,0.8934043043828548,3.0872093239852685,thio,Acetate,DHI,Unmethlyated,7 - DHI,thio
0_319_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(NC(C)=O)nc:12,-5.063283,-1.813743,3.24954,0.7089980259764005,3.017057856895656,thio,Amide,DHI,Unmethlyated,7 - DHI,thio
0_322_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(C=O)nc:12,-5.104113,-2.566782,2.537332,0.901121203549244,3.0929975283491142,thio,carbonyl,DHI,Unmethlyated,7 - DHI,thio
0_323_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(S(=O)(=O)O)nc:12,-5.315476,-2.571921,2.743555,0.9186565207013933,3.2041070539614784,thio,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,thio
0_324_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(C(F)(F)F)nc:12,-4.999343,-2.328517,2.670826,0.915089538610982,3.078584457807633,thio,Trifloro,DHI,Unmethlyated,7 - DHI,thio
0_325_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(F)nc:12,-4.954543,-2.059096,2.895446,0.8989099682754168,3.0580324849334257,thio,F,DHI,Unmethlyated,7 - DHI,thio
0_326_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(O)nc:12,-4.945551,-1.817017,3.128534,0.8677114188508357,3.1123498574485517,thio,OH,DHI,Unmethlyated,7 - DHI,thio
0_327_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(S)nc:12,-4.970249,-1.986646,2.983603,0.8847919254675487,3.2127780337666163,thio,SH,DHI,Unmethlyated,7 - DHI,thio
0_328_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(Br)nc:12,-4.99794,-2.200377,2.797563,0.901431652592198,3.0456098401624674,thio,Br,DHI,Unmethlyated,7 - DHI,thio
0_329_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(C)nc:12,-4.930435,-1.874699,3.055737,0.8967053700204196,2.927410358745009,thio,methyl,DHI,Unmethlyated,7 - DHI,thio
0_330_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cccc2ncc(C#N)nc:12,-5.073275,-2.615045,2.45823,0.9103765303590924,3.085615421325702,thio,cyanide,DHI,Unmethlyated,7 - DHI,thio
0_331_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(OC(C)=O)cc2nccnc:12,-5.004656,-2.058812,2.945844,0.9018923204882188,3.103299411217625,thio,Acetate,DHI,Unmethlyated,7 - DHI,thio
0_332_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(NC(C)=O)cc2nccnc:12,-4.839829,-1.925581,2.914248,0.9004140047341365,3.045719395357196,thio,Amide,DHI,Unmethlyated,7 - DHI,thio
0_334_thio_A,COc1c:C(c2sc(-c3c(OC)c(OC)cc4cc[nH]c34)cc2OC):c2nccnc2c1,-4.912486,-1.894427,3.018059,0.9018969195423234,3.0058254547705188,thio,Methoxy,DHI,Unmethlyated,7 - DHI,thio
0_335_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(C=O)cc2nccnc:12,-5.048949,-2.414821,2.634128,0.900974400706512,3.14641358186082,thio,carbonyl,DHI,Unmethlyated,7 - DHI,thio
0_336_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(S(=O)(=O)O)cc2nccnc:12,-5.171264,-2.473881,2.697382,0.9038367892868198,3.13876474626917,thio,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,thio
0_337_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(C(F)(F)F)cc2nccnc:12,-5.086288,-2.268562,2.817726,0.903209284708195,3.112154169346093,thio,Trifloro,DHI,Unmethlyated,7 - DHI,thio
0_338_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(F)cc2nccnc:12,-5.033038,-2.073057,2.959981,0.9000255254321443,3.034016408874653,thio,F,DHI,Unmethlyated,7 - DHI,thio
0_339_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(O)cc2nccnc:12,-4.965412,-1.91759,3.047822,0.9020813586269664,3.097419347509053,thio,OH,DHI,Unmethlyated,7 - DHI,thio
0_340_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(S)cc2nccnc:12,-5.010167,-2.047364,2.962803,0.900619153280438,3.266231966350886,thio,SH,DHI,Unmethlyated,7 - DHI,thio
0_341_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(Br)cc2nccnc:12,-5.071684,-2.191411,2.880273,0.8982258666842003,3.064891776203954,thio,Br,DHI,Unmethlyated,7 - DHI,thio
0_342_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(C)cc2nccnc:12,-4.943998,-1.930803,3.013196,0.904125740296466,3.008802407146044,thio,methyl,DHI,Unmethlyated,7 - DHI,thio
0_343_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:cc(C#N)cc2nccnc:12,-5.18907,-2.493421,2.695649,0.9003896067879854,3.1255781303558026,thio,cyanide,DHI,Unmethlyated,7 - DHI,thio
0_344_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(OC(C)=O)ccc2nccnc:12,-5.034413,-1.987545,3.046868,0.6691174620985176,3.0689124167687742,thio,Acetate,DHI,Unmethlyated,7 - DHI,thio
0_345_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(NC(C)=O)ccc2nccnc:12,-5.196135,-1.869974,3.326162,0.6322110231291409,3.037513051185903,thio,Amide,DHI,Unmethlyated,7 - DHI,thio
0_347_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(OC)ccc2nccnc:12,-4.843653,-1.810015,3.033638,0.6698999470251564,2.973077795907642,thio,Methoxy,DHI,Unmethlyated,7 - DHI,thio
0_348_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(C=O)ccc2nccnc:12,-5.200051,-2.361722,2.838329,0.7362248468550292,3.114674284201957,thio,carbonyl,DHI,Unmethlyated,7 - DHI,thio
0_349_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(S(=O)(=O)O)ccc2nccnc:12,-5.144922,-2.487139,2.657783,0.4788341363886909,3.1270878231922463,thio,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,thio
0_350_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(C(F)(F)F)ccc2nccnc:12,-5.148149,-2.323652,2.824497,0.5025064975377393,3.1160008039614784,thio,Trifloro,DHI,Unmethlyated,7 - DHI,thio
0_351_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(F)ccc2nccnc:12,-4.998081,-2.012316,2.985766,0.7362550887679892,3.0007918626343777,thio,F,DHI,Unmethlyated,7 - DHI,thio
0_352_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(O)ccc2nccnc:12,-5.055124,-1.795266,3.259858,0.7837544001907942,3.0218862446568497,thio,OH,DHI,Unmethlyated,7 - DHI,thio
0_353_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(S)ccc2nccnc:12,-5.210692,-1.970997,3.239694,0.5729995932509071,3.1696838246049905,thio,SH,DHI,Unmethlyated,7 - DHI,thio
0_354_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(Br)ccc2nccnc:12,-5.060916,-2.127839,2.933077,0.6048031459175903,3.0496283362730985,thio,Br,DHI,Unmethlyated,7 - DHI,thio
0_355_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(C)ccc2nccnc:12,-5.020588,-1.834339,3.186249,0.6446927694899125,2.984677428753651,thio,methyl,DHI,Unmethlyated,7 - DHI,thio
0_356_thio_A,COc1cc(-c2c(OC)c(OC)cc3cc[nH]c23)sc1C1:c(C#N)ccc2nccnc:12,-5.168253,-2.453167,2.715086,0.7387668341587992,3.102421943064833,thio,cyanide,DHI,Unmethlyated,7 - DHI,thio
1_29_single_A,COc1cc2cc(C3:c(OC(C)=O)ccc4nsnc:34)[nH]c2cc1OC,-5.109799,-2.569442,2.540357,0.9883679148229204,2.691665456199628,single,Acetate,DHI,Unmethlyated,2 - DHI,single
1_30_single_A,COc1cc2cc(C3:c(NC(C)=O)ccc4nsnc:34)[nH]c2cc1OC,-5.334962,-2.550559,2.784403,0.9081948372913976,2.650506828341,single,Amide,DHI,Unmethlyated,2 - DHI,single
1_31_single_A,CNc1ccc2nsnc2:C:1c1cc2cc(OC)c(OC)cc2[nH]1,-4.611149,-2.188259,2.42289,0.9277389219597008,2.718845513020119,single,Amine,DHI,Unmethlyated,2 - DHI,single
1_32_single_A,COc1cc2cc(C3:c(OC)ccc4nsnc:34)[nH]c2cc1OC,-4.75505,-2.420763,2.334287,0.9925205054088988,2.579292335762593,single,Methoxy,DHI,Unmethlyated,2 - DHI,single
1_33_single_A,COc1cc2cc(C3:c(C=O)ccc4nsnc:34)[nH]c2cc1OC,-5.581864,-2.98006,2.601804,0.9047712449258648,2.7680876534883456,single,carbonyl,DHI,Unmethlyated,2 - DHI,single
1_34_single_A,COc1cc2cc(C3:c(S(=O)(=O)O)ccc4nsnc:34)[nH]c2cc1OC,-5.638319,-3.137501,2.500818,0.8937680885824124,2.7663742734468,single,Sulfonic Acid,DHI,Unmethlyated,2 - DHI,single
1_35_single_A,COc1cc2cc(C3:c(C(F)(F)F)ccc4nsnc:34)[nH]c2cc1OC,-5.05675,-2.761915,2.294835,0.935886703321484,2.7517940837734614,single,Trifloro,DHI,Unmethlyated,2 - DHI,single
1_36_single_A,COc1cc2cc(C3:c(F)ccc4nsnc:34)[nH]c2cc1OC,-4.856176,-2.558194,2.297982,0.9999999994883714,2.622697814931876,single,F,DHI,Unmethlyated,2 - DHI,single
1_37_single_A,COc1cc2cc(C3:c(O)ccc4nsnc:34)[nH]c2cc1OC,-4.920595,-2.377659,2.542936,0.9274592230928989,2.6511432694773305,single,OH,DHI,Unmethlyated,2 - DHI,single
1_38_single_A,COc1cc2cc(C3:c(S)ccc4nsnc:34)[nH]c2cc1OC,-4.940409,-2.506702,2.433707,0.914141808168605,2.850446066680128,single,SH,DHI,Unmethlyated,2 - DHI,single
1_39_single_A,COc1cc2cc(C3:c(Br)ccc4nsnc:34)[nH]c2cc1OC,-4.96897,-2.640068,2.328902,0.9680003655056442,2.68855305968712,single,Br,DHI,Unmethlyated,2 - DHI,single
1_40_single_A,COc1cc2cc(C3:cccc4nsnc:34)[nH]c2cc1OC,-5.065293,-2.540493,2.5248,0.9999348191927404,2.469794991802141,single,none,DHI,Unmethlyated,2 - DHI,single
1_41_single_A,COc1cc2cc(C3:c(C)ccc4nsnc:34)[nH]c2cc1OC,-4.830178,-2.395181,2.434997,0.9795623760333132,2.6009677450018067,single,methyl,DHI,Unmethlyated,2 - DHI,single
1_42_single_A,COc1cc2cc(C3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.168498,-2.933076,2.235421,0.9999984859904728,2.7517511986388463,single,cyanide,DHI,Unmethlyated,2 - DHI,single
1_43_single_A,COc1cc2cc(C3:cc(OC(C)=O)cc4nsnc:34)[nH]c2cc1OC,-5.102369,-2.573458,2.528911,0.9989689679655362,2.74775734809152,single,Acetate,DHI,Unmethlyated,2 - DHI,single
1_44_single_A,COc1cc2cc(C3:cc(NC(C)=O)cc4nsnc:34)[nH]c2cc1OC,-4.775678,-2.397232,2.378447,0.9999999906245562,2.672280840815011,single,Amide,DHI,Unmethlyated,2 - DHI,single
1_45_single_A,CNc1c:C(c2cc3cc(OC)c(OC)cc3[nH]2):c2nsnc2c1,-4.755125,-2.104228,2.650897,0.9999861910244136,2.773497686933164,single,Amine,DHI,Unmethlyated,2 - DHI,single
1_46_single_A,COc1c:C(c2cc3cc(OC)c(OC)cc3[nH]2):c2nsnc2c1,-4.81648,-2.273691,2.542789,0.9999999976835362,2.63477126552848,single,Methoxy,DHI,Unmethlyated,2 - DHI,single
1_47_single_A,COc1cc2cc(C3:cc(C=O)cc4nsnc:34)[nH]c2cc1OC,-5.273231,-3.02331,2.249921,0.999996544648014,2.8222221016488813,single,carbonyl,DHI,Unmethlyated,2 - DHI,single
1_48_single_A,COc1cc2cc(C3:cc(S(=O)(=O)O)cc4nsnc:34)[nH]c2cc1OC,-5.1542,-2.97846,2.17574,0.9999689757769216,2.7928981933625003,single,Sulfonic Acid,DHI,Unmethlyated,2 - DHI,single
1_49_single_A,COc1cc2cc(C3:cc(C(F)(F)F)cc4nsnc:34)[nH]c2cc1OC,-5.400044,-2.915934,2.484109,0.99992041537945,2.7579034620664,single,Trifloro,DHI,Unmethlyated,2 - DHI,single
1_50_single_A,COc1cc2cc(C3:cc(F)cc4nsnc:34)[nH]c2cc1OC,-4.986099,-2.564576,2.421523,0.9999999997814328,2.6798530596871206,single,F,DHI,Unmethlyated,2 - DHI,single
1_51_single_A,COc1cc2cc(C3:cc(O)cc4nsnc:34)[nH]c2cc1OC,-5.085838,-2.416998,2.66884,0.9998861459571542,2.765350961785023,single,OH,DHI,Unmethlyated,2 - DHI,single
1_52_single_A,COc1cc2cc(C3:cc(S)cc4nsnc:34)[nH]c2cc1OC,-4.92501,-2.506343,2.418668,0.999991397133079,2.992992220526281,single,SH,DHI,Unmethlyated,2 - DHI,single
1_53_single_A,COc1cc2cc(C3:cc(Br)cc4nsnc:34)[nH]c2cc1OC,-5.019972,-2.689679,2.330293,0.9999999999995324,2.7214880247220847,single,Br,DHI,Unmethlyated,2 - DHI,single
1_54_single_A,COc1cc2cc(C3:cc(C)cc4nsnc:34)[nH]c2cc1OC,-4.811755,-2.373451,2.438304,0.9999989342413536,2.645852360386421,single,methyl,DHI,Unmethlyated,2 - DHI,single
1_55_single_A,COc1cc2cc(C3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.158167,-3.002058,2.156109,0.9999999999929602,2.7944414996421933,single,cyanide,DHI,Unmethlyated,2 - DHI,single
1_56_single_A,COc1cc2cc(C3:c(OC(C)=O)ncc4nsnc:34)[nH]c2cc1OC,-5.001078,-2.894393,2.106686,0.9952959276994866,2.968420133954305,single,Acetate,DHI,Unmethlyated,2 - DHI,single
1_57_single_A,COc1cc2cc(C3:c(NC(C)=O)ncc4nsnc:34)[nH]c2cc1OC,-5.195392,-2.900256,2.295136,0.9555508300523434,2.889461506095678,single,Amide,DHI,Unmethlyated,2 - DHI,single
1_58_single_A,CNc1ncc2nsnc2:C:1c1cc2cc(OC)c(OC)cc2[nH]1,-4.733801,-2.498063,2.235737,0.9179219308530532,2.938383305662258,single,Amine,DHI,Unmethlyated,2 - DHI,single
1_59_single_A,COc1cc2cc(C3:c(OC)ncc4nsnc:34)[nH]c2cc1OC,-4.931386,-2.818272,2.113114,0.9999818824360548,2.8583465163646,single,Methoxy,DHI,Unmethlyated,2 - DHI,single
1_60_single_A,COc1cc2cc(C3:c(C=O)ncc4nsnc:34)[nH]c2cc1OC,-5.220613,-3.05432,2.166293,0.9999997346854064,3.0493993591739645,single,carbonyl,DHI,Unmethlyated,2 - DHI,single
1_61_single_A,COc1cc2cc(C3:c(S(=O)(=O)O)ncc4nsnc:34)[nH]c2cc1OC,-5.602136,-3.521294,2.080842,0.961042661572482,3.070016633826147,single,Sulfonic Acid,DHI,Unmethlyated,2 - DHI,single
1_62_single_A,COc1cc2cc(C3:c(C(F)(F)F)ncc4nsnc:34)[nH]c2cc1OC,-5.18847,-3.089392,2.099078,0.9573202780101288,2.9690212702855785,single,Trifloro,DHI,Unmethlyated,2 - DHI,single
1_63_single_A,COc1cc2cc(C3:c(F)ncc4nsnc:34)[nH]c2cc1OC,-5.231932,-3.061615,2.170317,0.9998334374172966,2.9202055072395687,single,F,DHI,Unmethlyated,2 - DHI,single
1_64_single_A,COc1cc2cc(C3:c(O)ncc4nsnc:34)[nH]c2cc1OC,-4.765488,-2.794699,1.97079,0.999999999997002,2.983971241505301,single,OH,DHI,Unmethlyated,2 - DHI,single
1_65_single_A,COc1cc2cc(C3:c(S)ncc4nsnc:34)[nH]c2cc1OC,-4.94052,-2.865767,2.074753,0.9904526811966184,3.1059243883584484,single,SH,DHI,Unmethlyated,2 - DHI,single
1_66_single_A,COc1cc2cc(C3:c(Br)ncc4nsnc:34)[nH]c2cc1OC,-5.108139,-3.032399,2.07574,0.9975172079931184,2.981118094652155,single,Br,DHI,Unmethlyated,2 - DHI,single
1_67_single_A,COc1cc2cc(C3:cncc4nsnc:34)[nH]c2cc1OC,-4.991805,-2.842322,2.149483,0.999999996986104,2.7713187898790643,single,none,DHI,Unmethlyated,2 - DHI,single
1_68_single_A,COc1cc2cc(C3:c(C)ncc4nsnc:34)[nH]c2cc1OC,-5.189186,-2.843238,2.345948,0.990100617827619,2.819044668078728,single,methyl,DHI,Unmethlyated,2 - DHI,single
1_69_single_A,COc1cc2cc(C3:c(C#N)ncc4nsnc:34)[nH]c2cc1OC,-5.310411,-3.228222,2.082189,0.9999830915959012,2.989917084926473,single,cyanide,DHI,Unmethlyated,2 - DHI,single
1_70_single_A,COc1cc2cc(C3:nc(OC(C)=O)cc4nsnc:34)[nH]c2cc1OC,-5.345025,-2.877195,2.46783,0.999824225953768,2.9907498636840355,single,Acetate,DHI,Unmethlyated,2 - DHI,single
1_71_single_A,COc1cc2cc(C3:nc(NC(C)=O)cc4nsnc:34)[nH]c2cc1OC,-5.248629,-2.738084,2.510545,0.9999972377722288,2.8698299052640763,single,Amide,DHI,Unmethlyated,2 - DHI,single
1_72_single_A,CNc1cc2nsnc2:C(c2cc3cc(OC)c(OC)cc3[nH]2):n1,-4.945118,-2.289045,2.656073,0.9999642929439176,2.919177285595369,single,Amine,DHI,Unmethlyated,2 - DHI,single
1_73_single_A,COc1cc2nsnc2:C(c2cc3cc(OC)c(OC)cc3[nH]2):n1,-5.041483,-2.644328,2.397155,0.9999999999996712,2.871127118371289,single,Methoxy,DHI,Unmethlyated,2 - DHI,single
1_74_single_A,COc1cc2cc(C3:nc(C=O)cc4nsnc:34)[nH]c2cc1OC,-5.249352,-3.090136,2.159216,0.9999999999819866,3.026529125060253,single,carbonyl,DHI,Unmethlyated,2 - DHI,single
1_75_single_A,COc1cc2cc(C3:nc(S(=O)(=O)O)cc4nsnc:34)[nH]c2cc1OC,-5.669723,-3.437565,2.232158,0.999999997634538,3.0940880774510164,single,Sulfonic Acid,DHI,Unmethlyated,2 - DHI,single
1_76_single_A,COc1cc2cc(C3:nc(C(F)(F)F)cc4nsnc:34)[nH]c2cc1OC,-5.501941,-3.004886,2.497055,0.999995531077912,2.964006307166505,single,Trifloro,DHI,Unmethlyated,2 - DHI,single
1_77_single_A,COc1cc2cc(C3:nc(F)cc4nsnc:34)[nH]c2cc1OC,-5.214818,-2.752777,2.462041,0.9999999999840126,2.9706579547920158,single,F,DHI,Unmethlyated,2 - DHI,single
1_78_single_A,COc1cc2cc(C3:nc(O)cc4nsnc:34)[nH]c2cc1OC,-5.117252,-2.681104,2.436148,0.9999999999994535,2.9984719408060005,single,OH,DHI,Unmethlyated,2 - DHI,single
1_79_single_A,COc1cc2cc(C3:nc(S)cc4nsnc:34)[nH]c2cc1OC,-5.153727,-2.786032,2.367695,0.9999999999308472,3.162662150596212,single,SH,DHI,Unmethlyated,2 - DHI,single
1_80_single_A,COc1cc2cc(C3:nc(Br)cc4nsnc:34)[nH]c2cc1OC,-5.260731,-2.866283,2.394448,0.9999999999999164,2.9760243883584483,single,Br,DHI,Unmethlyated,2 - DHI,single
1_81_single_A,COc1cc2cc(C3:nccc4nsnc:34)[nH]c2cc1OC,-5.066916,-2.620654,2.446261,0.9999999990830386,2.695457011032911,single,none,DHI,Unmethlyated,2 - DHI,single
1_82_single_A,COc1cc2cc(C3:nc(C)cc4nsnc:34)[nH]c2cc1OC,-5.026801,-2.56438,2.462421,0.999999999998554,2.798883828917889,single,methyl,DHI,Unmethlyated,2 - DHI,single
1_83_single_A,COc1cc2cc(C3:nc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.603502,-3.197664,2.405838,0.999985511868548,3.039139158505068,single,cyanide,DHI,Unmethlyated,2 - DHI,single
1_84_single_A,COc1cc2cc(C3:nncc4nsnc:34)[nH]c2cc1OC,-5.220145,-3.0783,2.141845,0.9999999999791758,2.929164943725219,single,none,DHI,Unmethlyated,2 - DHI,single
1_85_single_A,COc1cc2cc(C3:scc4ncc(OC(C)=O)nc:34)[nH]c2cc1OC,-4.74958,-2.391851,2.357729,0.9999827146246776,2.9477856225197936,single,Acetate,DHI,Unmethlyated,2 - DHI,single
1_86_single_A,COc1cc2cc(C3:scc4ncc(NC(C)=O)nc:34)[nH]c2cc1OC,-4.704614,-2.341589,2.363025,0.9999999882318876,2.8558303210644915,single,Amide,DHI,Unmethlyated,2 - DHI,single
1_87_single_A,CNc1cnc2cs:C(c3cc4cc(OC)c(OC)cc4[nH]3):c2n1,-4.430584,-2.026805,2.403779,0.9999623331166276,2.9089893257291486,single,Amine,DHI,Unmethlyated,2 - DHI,single
1_88_single_A,COc1cnc2cs:C(c3cc4cc(OC)c(OC)cc4[nH]3):c2n1,-4.643688,-2.142711,2.500978,0.999999999746604,2.8333692588395163,single,Methoxy,DHI,Unmethlyated,2 - DHI,single
1_89_single_A,COc1cc2cc(C3:scc4ncc(C=O)nc:34)[nH]c2cc1OC,-5.019834,-2.937613,2.082221,0.9999999999977572,2.988143171882996,single,carbonyl,DHI,Unmethlyated,2 - DHI,single
1_90_single_A,COc1cc2cc(C3:scc4ncc(S(=O)(=O)O)nc:34)[nH]c2cc1OC,-5.500538,-3.08645,2.414088,0.9699670601672769,3.102976170180204,single,Sulfonic Acid,DHI,Unmethlyated,2 - DHI,single
1_91_single_A,COc1cc2cc(C3:scc4ncc(C(F)(F)F)nc:34)[nH]c2cc1OC,-5.273517,-2.870372,2.403145,0.9999757160472528,2.9379053587998047,single,Trifloro,DHI,Unmethlyated,2 - DHI,single
1_92_single_A,COc1cc2cc(C3:scc4ncc(F)nc:34)[nH]c2cc1OC,-4.788953,-2.489309,2.299644,0.9999999999999524,2.960160052694114,single,F,DHI,Unmethlyated,2 - DHI,single
1_93_single_A,COc1cc2cc(C3:scc4ncc(O)nc:34)[nH]c2cc1OC,-4.686747,-2.254747,2.432,0.9999999999994322,3.033406206540267,single,OH,DHI,Unmethlyated,2 - DHI,single
1_94_single_A,COc1cc2cc(C3:scc4ncc(S)nc:34)[nH]c2cc1OC,-4.902298,-2.487353,2.414945,0.9999987280779522,3.1688320806661405,single,SH,DHI,Unmethlyated,2 - DHI,single
1_95_single_A,COc1cc2cc(C3:scc4ncc(Br)nc:34)[nH]c2cc1OC,-4.866869,-2.616605,2.250263,0.9999999999600664,2.9434083044423645,single,Br,DHI,Unmethlyated,2 - DHI,single
1_96_single_A,COc1cc2cc(C3:scc4nccnc:34)[nH]c2cc1OC,-4.73262,-2.398992,2.333628,0.9999999999703972,2.730829607186756,single,none,DHI,Unmethlyated,2 - DHI,single
1_97_single_A,COc1cc2cc(C3:scc4ncc(C)nc:34)[nH]c2cc1OC,-4.81536,-2.325798,2.489562,0.999986136226892,2.784018094652154,single,methyl,DHI,Unmethlyated,2 - DHI,single
1_98_single_A,COc1cc2cc(C3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.051666,-3.000649,2.051017,0.999999999930301,2.9783003625184463,single,cyanide,DHI,Unmethlyated,2 - DHI,single
