Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,SA Score,Planarity,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
0_176_single_A,COc1cc2cc[nH]c2c(C2:c(Br)ncc3nonc:23)c1OC,-5.440273,-3.061678,2.378595,3.1828229897570512,0.14932382088295093,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_177_single_A,COc1cc2cc[nH]c2c(C2:cncc3nonc:23)c1OC,-5.509807,-2.924244,2.585563,2.9812026841098334,0.6083538724359141,Single,none,DHI,Unmethlyated,7 - DHI,single
0_178_single_A,COc1cc2cc[nH]c2c(C2:c(C)ncc3nonc:23)c1OC,-5.479371,-2.741826,2.737545,3.0207495631836245,0.3092957488877552,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_179_single_A,COc1cc2cc[nH]c2c(C2:c(C#N)ncc3nonc:23)c1OC,-5.477485,-3.35291,2.124575,3.18285220198333,0.3056437847437613,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_180_single_A,COc1cc2cc[nH]c2c(C2:nc(OC(C)=O)cc3nonc:23)c1OC,-5.498468,-2.798464,2.700003,3.1287380133721854,0.6804841817244999,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_181_single_A,COc1cc2cc[nH]c2c(C2:nc(NC(C)=O)cc3nonc:23)c1OC,-5.40855,-2.624138,2.784412,3.007818054952226,0.63773318687074,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_182_single_A,CNc1cc2nonc2:C(c2c(OC)c(OC)cc3cc[nH]c23):n1,-5.254004,-2.324164,2.92984,3.0671645765652693,0.6717018766206286,Single,Amine,DHI,Unmethlyated,7 - DHI,single
0_183_single_A,COc1cc2nonc2:C(c2c(OC)c(OC)cc3cc[nH]c23):n1,-5.375482,-2.620468,2.755014,3.019114409341189,0.6658816960314332,Single,Methoxy,DHI,Unmethlyated,7 - DHI,single
0_184_single_A,COc1cc2cc[nH]c2c(C2:nc(C=O)cc3nonc:23)c1OC,-5.49325,-3.162633,2.330617,3.174516416030153,0.7223991823199588,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_185_single_A,COc1cc2cc[nH]c2c(C2:nc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.626375,-3.257301,2.369073,3.2339664757650315,0.7509014692396259,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_186_single_A,COc1cc2cc[nH]c2c(C2:nc(C(F)(F)F)cc3nonc:23)c1OC,-5.650178,-3.05135,2.598828,3.103884705480521,0.787798561109521,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_187_single_A,COc1cc2cc[nH]c2c(C2:nc(F)cc3nonc:23)c1OC,-5.642064,-2.900606,2.741458,3.125371940806001,0.7907329661138972,Single,F,DHI,Unmethlyated,7 - DHI,single
0_188_single_A,COc1cc2cc[nH]c2c(C2:nc(O)cc3nonc:23)c1OC,-5.433789,-2.662604,2.771185,3.1531859268199884,0.6544766691317866,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_189_single_A,COc1cc2cc[nH]c2c(C2:nc(S)cc3nonc:23)c1OC,-5.616495,-2.843941,2.772554,3.317376136610198,0.696885295446954,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_190_single_A,COc1cc2cc[nH]c2c(C2:nc(Br)cc3nonc:23)c1OC,-5.468302,-2.953447,2.514856,3.130738374372436,0.772079054913985,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_191_single_A,COc1cc2cc[nH]c2c(C2:nccc3nonc:23)c1OC,-5.3142,-2.685994,2.628206,2.901381770648296,0.7363481023874099,Single,none,DHI,Unmethlyated,7 - DHI,single
0_192_single_A,COc1cc2cc[nH]c2c(C2:nc(C)cc3nonc:23)c1OC,-5.291472,-2.576286,2.715187,2.953597814931875,0.7328025793379479,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_193_single_A,COc1cc2cc[nH]c2c(C2:nc(C#N)cc3nonc:23)c1OC,-5.555789,-3.22097,2.334819,3.1871264494749685,0.7710710252428365,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_194_single_A,COc1cc2cc[nH]c2c(C2:nncc3nonc:23)c1OC,-5.421458,-3.048017,2.373442,3.125894991802141,0.7950557297875878,Single,none,DHI,Unmethlyated,7 - DHI,single
0_195_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(OC(C)=O)nc:23)c1OC,-4.967623,-2.332401,2.635222,3.198580632914804,0.8110542737979612,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_196_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(NC(C)=O)nc:23)c1OC,-5.136654,-2.100867,3.035787,3.1066253314595027,0.7275933105319342,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_197_single_A,CNc1cnc2co:C(c3c(OC)c(OC)cc4cc[nH]c34):c2n1,-4.730934,-1.941001,2.789933,3.1779578876020587,0.8450168020728609,Single,Amine,DHI,Unmethlyated,7 - DHI,single
0_198_single_A,COc1cnc2co:C(c3c(OC)c(OC)cc4cc[nH]c34):c2n1,-4.981123,-2.051351,2.929772,3.1023378207124264,0.8233028433053209,Single,Methoxy,DHI,Unmethlyated,7 - DHI,single
0_199_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(C=O)nc:23)c1OC,-5.392199,-2.684901,2.707298,3.257111733755904,0.7543985353213757,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_200_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.744459,-3.057653,2.686806,3.357206728662817,0.831152348065516,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_201_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(C(F)(F)F)nc:23)c1OC,-5.327534,-2.805199,2.522335,3.192135917282417,0.9530819337512915,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_202_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(F)nc:23)c1OC,-5.125442,-2.467306,2.658136,3.2413544582885194,0.8806502867690909,Single,F,DHI,Unmethlyated,7 - DHI,single
0_203_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(O)nc:23)c1OC,-5.046074,-1.994996,3.051078,3.314600612134673,0.6899849955169229,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_204_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(S)nc:23)c1OC,-5.088548,-2.381066,2.707482,3.450026486260548,0.8571173402994429,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_205_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(Br)nc:23)c1OC,-5.186302,-2.603059,2.583243,3.224602710036772,0.9188526397904698,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_206_single_A,COc1cc2cc[nH]c2c(C2:occ3nccnc:23)c1OC,-5.042177,-2.374035,2.668142,3.020811337955987,0.9276509731344845,Single,none,DHI,Unmethlyated,7 - DHI,single
0_207_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(C)nc:23)c1OC,-4.972692,-2.205788,2.766904,3.06521250024656,0.9109829054053566,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_208_single_A,COc1cc2cc[nH]c2c(C2:occ3ncc(C#N)nc:23)c1OC,-5.463096,-3.109876,2.35322,3.2472689243913564,0.9580359931340111,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_209_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(OC(C)=O)cnc:23)c1OC,-5.068321,-2.360174,2.708146,3.210828865763037,0.9199724241427407,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_210_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(NC(C)=O)cnc:23)c1OC,-4.962903,-2.263741,2.699161,3.1020841672183392,0.9371709952680193,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_211_single_A,CNc1cnc2:C(c3c(OC)c(OC)cc4cc[nH]c34):occ2n1,-4.790814,-1.972537,2.818277,3.1730876534883468,0.9253722989490591,Single,Amine,DHI,Unmethlyated,7 - DHI,single
0_212_single_A,COc1cnc2:C(c3c(OC)c(OC)cc4cc[nH]c34):occ2n1,-4.963316,-2.093283,2.870034,3.115473606665603,0.9200690167502195,Single,Methoxy,DHI,Unmethlyated,7 - DHI,single
0_213_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(C=O)cnc:23)c1OC,-5.236479,-2.932946,2.303533,3.255151198638848,0.9226428130191291,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_214_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.430676,-3.117066,2.313611,3.334669742361447,0.9222926009506098,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_215_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(C(F)(F)F)cnc:23)c1OC,-5.333326,-2.785651,2.547675,3.20678628609169,0.9423497512481036,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_216_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(F)cnc:23)c1OC,-5.176832,-2.490775,2.686057,3.2536985142325747,0.9279899277384308,Single,F,DHI,Unmethlyated,7 - DHI,single
0_217_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(O)cnc:23)c1OC,-5.019428,-2.215858,2.80357,3.3086194932535538,0.9273797292189434,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_218_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(S)cnc:23)c1OC,-5.161905,-2.436971,2.724935,3.462370542204602,0.941421096611863,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_219_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(Br)cnc:23)c1OC,-5.23131,-2.618084,2.613226,3.243263549197609,0.9271006308206903,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_220_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(C)cnc:23)c1OC,-4.979271,-2.208797,2.770475,3.0733733394074,0.9299944637673175,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_221_single_A,COc1cc2cc[nH]c2c(C2:occ3nc(C#N)cnc:23)c1OC,-5.367782,-3.049913,2.317869,3.2590762822508887,0.9211347028888985,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_222_single_A,COc1cc2cc[nH]c2c(C2:scc3sc(=S)sc:23)c1OC,-5.648231,-2.028047,3.620185,3.333176104439504,0.4653825577945592,Single,none,DHI,Unmethlyated,7 - DHI,single
0_227_single_A,COc1cc2cc[nH]c2c(C2:cc(C=O)cc3c:2SCS3)c1OC,-5.467131,-1.726942,3.740189,3.3703150782375104,0.25940287577176036,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_241_single_A,COc1cc2cc[nH]c2c(C2:c(C=O)ccc3c:2SCS3)c1OC,-5.459275,-1.612802,3.846473,3.3561980213813225,0.13620051864589097,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_254_single_A,COc1cc2cc[nH]c2c(C2:cccc3ccc(C=O)cc:23)c1OC,-5.425172,-1.736906,3.688266,2.487953159253566,0.17620633381010528,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_255_single_A,COc1cc2cc[nH]c2c(C2:cccc3ccc(S(=O)(=O)O)cc:23)c1OC,-5.502378,-1.662797,3.839581,2.496698836331948,0.19543404012182816,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_263_single_A,COc1cc2cc[nH]c2c(C2:cccc3ccc(C#N)cc:23)c1OC,-5.429015,-1.787936,3.641079,2.4652993130997185,0.2314736358586911,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_268_single_A,COc1cc2cc[nH]c2c(C2:cccc3cc(C=O)ccc:23)c1OC,-5.485186,-1.914288,3.570898,2.476257005407412,0.15448507351961357,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_269_single_A,COc1cc2cc[nH]c2c(C2:cccc3cc(S(=O)(=O)O)ccc:23)c1OC,-5.565828,-1.723431,3.842398,2.484200860623446,0.15828517619745508,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_276_single_A,COc1cc2cc[nH]c2c(C2:cccc3cc(C#N)ccc:23)c1OC,-5.478417,-1.782344,3.696073,2.4590993130997187,0.24222669720163642,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_282_single_A,COc1cc2cc[nH]c2c(C2:c(C=O)ccc3ccccc:23)c1OC,-5.446329,-1.759231,3.687098,2.526982005407412,0.11772135495588147,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_283_single_A,COc1cc2cc[nH]c2c(C2:c(S(=O)(=O)O)ccc3ccccc:23)c1OC,-5.600218,-1.723558,3.87666,2.542454909206443,0.07769305673538159,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_290_single_A,COc1cc2cc[nH]c2c(C2:c(C#N)ccc3ccccc:23)c1OC,-5.497515,-1.77997,3.717546,2.5113262361766413,0.14099275772712275,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_295_single_A,COc1cc2cc[nH]c2c(C2:cc(C=O)cc3ccccc:23)c1OC,-5.408794,-1.90303,3.505764,2.5086512361766413,0.24670107789432322,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_296_single_A,COc1cc2cc[nH]c2c(C2:cc(S(=O)(=O)O)cc3ccccc:23)c1OC,-5.446083,-1.700126,3.745957,2.5108638160890333,0.21000260731028342,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_303_single_A,COc1cc2cc[nH]c2c(C2:cc(C#N)cc3ccccc:23)c1OC,-5.468232,-1.776638,3.691593,2.491266620792027,0.2416292782531906,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_304_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(OC(C)=O)cnc:23)c1OC,-5.186037,-2.033225,3.152812,2.79127840939047,0.4085114208447185,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_305_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(NC(C)=O)cnc:23)c1OC,-5.123538,-1.966605,3.156933,2.686770517282577,0.4359596313866371,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_308_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(C=O)cnc:23)c1OC,-5.424623,-2.717339,2.707284,2.799528159253565,0.4282028253001066,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_309_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.449016,-2.793078,2.655938,2.904316852526282,0.4009031197139095,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_310_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(C(F)(F)F)cnc:23)c1OC,-5.439994,-2.476035,2.963959,2.781481427425065,0.4027389728602105,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_311_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(F)cnc:23)c1OC,-5.277259,-2.164404,3.112855,2.775494342451557,0.40675192447877906,Single,F,DHI,Unmethlyated,7 - DHI,single
0_312_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(O)cnc:23)c1OC,-5.170254,-1.903932,3.266322,2.82802745281945,0.4022887818836116,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_313_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(S)cnc:23)c1OC,-5.22071,-2.057548,3.163162,2.975093673555236,0.39788520797233545,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_314_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(Br)cnc:23)c1OC,-5.319687,-2.289608,3.030079,2.765513071548547,0.39225558715694236,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_315_single_A,COc1cc2cc[nH]c2c(C2:cccc3nccnc:23)c1OC,-5.196501,-2.02522,3.171281,2.533910840712066,0.4190425530157516,Single,none,DHI,Unmethlyated,7 - DHI,single
0_316_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(C)cnc:23)c1OC,-5.155602,-1.877817,3.277786,2.6030093926187803,0.4253194313949766,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_317_single_A,COc1cc2cc[nH]c2c(C2:cccc3nc(C#N)cnc:23)c1OC,-5.422781,-2.725445,2.697337,2.803289697715103,0.4008564871672039,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_318_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(OC(C)=O)nc:23)c1OC,-5.08135,-2.083279,2.998071,2.762615072727133,0.46625663916899535,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_319_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(NC(C)=O)nc:23)c1OC,-5.276387,-1.919485,3.356902,2.674242445354505,0.3544937875906269,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_322_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(C=O)nc:23)c1OC,-5.373898,-2.676544,2.697354,2.783341620792026,0.3716560732350915,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_323_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(S(=O)(=O)O)nc:23)c1OC,-5.802084,-2.719755,3.082329,2.908849646048548,0.39119966739488127,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_324_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(C(F)(F)F)nc:23)c1OC,-5.373743,-2.560659,2.813084,2.7502947877489525,0.5030666218772732,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_325_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(F)nc:23)c1OC,-5.246587,-2.140309,3.106278,2.744836148471624,0.40554364555525646,Single,F,DHI,Unmethlyated,7 - DHI,single
0_326_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(O)nc:23)c1OC,-5.248154,-1.852439,3.395715,2.814897686933163,0.3551517320740005,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_327_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(S)nc:23)c1OC,-5.262794,-2.036257,3.226537,2.9444354795753025,0.379547447023386,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_328_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(Br)nc:23)c1OC,-5.279679,-2.286206,2.993473,2.7288127371003874,0.4149904676708489,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_329_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(C)nc:23)c1OC,-5.169078,-1.864374,3.304704,2.576352536431489,0.413510626629005,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_330_single_A,COc1cc2cc[nH]c2c(C2:cccc3ncc(C#N)nc:23)c1OC,-5.372534,-2.750775,2.621759,2.7739089284843352,0.40956403036161065,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_331_single_A,COc1cc2cc[nH]c2c(C2:cc(OC(C)=O)cc3nccnc:23)c1OC,-5.011209,-1.960521,3.050689,2.7784770107890715,0.23231834759848505,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_332_single_A,COc1cc2cc[nH]c2c(C2:cc(NC(C)=O)cc3nccnc:23)c1OC,-5.260594,-1.952031,3.308563,2.705941146653206,0.44880526614740907,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_334_single_A,COc1c:C(c2c(OC)c(OC)cc3cc[nH]c23):c2nccnc2c1,-5.219579,-1.913383,3.306196,2.6672416207920264,0.35321269268942207,Single,Methoxy,DHI,Unmethlyated,7 - DHI,single
0_335_single_A,COc1cc2cc[nH]c2c(C2:cc(C=O)cc3nccnc:23)c1OC,-5.369363,-2.582165,2.787198,2.846882005407412,0.42926251024007783,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_336_single_A,COc1cc2cc[nH]c2c(C2:cc(S(=O)(=O)O)cc3nccnc:23)c1OC,-5.399257,-2.565271,2.833987,2.821846609611301,0.3935978296840606,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_337_single_A,COc1cc2cc[nH]c2c(C2:cc(C(F)(F)F)cc3nccnc:23)c1OC,-5.445032,-2.41841,3.026622,2.788233249287414,0.41932434812552705,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_338_single_A,COc1cc2cc[nH]c2c(C2:cc(F)cc3nccnc:23)c1OC,-5.293638,-2.142338,3.151299,2.7089404962977106,0.42886162534971467,Single,F,DHI,Unmethlyated,7 - DHI,single
0_339_single_A,COc1cc2cc[nH]c2c(C2:cc(O)cc3nccnc:23)c1OC,-5.261673,-1.946571,3.315102,2.790721098304399,0.4469184019787456,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_340_single_A,COc1cc2cc[nH]c2c(C2:cc(S)cc3nccnc:23)c1OC,-5.284474,-2.095804,3.18867,3.00846491101343,0.43399689486847026,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_341_single_A,COc1cc2cc[nH]c2c(C2:cc(Br)cc3nccnc:23)c1OC,-5.319156,-2.264344,3.054812,2.7487652454615894,0.41433326882148214,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_342_single_A,COc1cc2cc[nH]c2c(C2:cc(C)cc3nccnc:23)c1OC,-5.176242,-1.931303,3.244939,2.676418088270953,0.4206026938373834,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_343_single_A,COc1cc2cc[nH]c2c(C2:cc(C#N)cc3nccnc:23)c1OC,-5.428989,-2.613303,2.815686,2.820258928484336,0.41360578915246893,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_344_single_A,COc1cc2cc[nH]c2c(C2:c(OC(C)=O)ccc3nccnc:23)c1OC,-5.087898,-1.984791,3.103107,2.750865622177681,0.0625065624199477,Single,Acetate,DHI,Unmethlyated,7 - DHI,single
0_345_single_A,COc1cc2cc[nH]c2c(C2:c(NC(C)=O)ccc3nccnc:23)c1OC,-5.435601,-1.881939,3.553662,2.711310577222637,0.1627545835901197,Single,Amide,DHI,Unmethlyated,7 - DHI,single
0_347_single_A,COc1cc2cc[nH]c2c(C2:c(OC)ccc3nccnc:23)c1OC,-5.130939,-1.898109,3.23283,2.642195466945873,0.0021717320723142067,Single,Methoxy,DHI,Unmethlyated,7 - DHI,single
0_348_single_A,COc1cc2cc[nH]c2c(C2:c(C=O)ccc3nccnc:23)c1OC,-5.521908,-2.480806,3.041102,2.8231243130997203,0.22725168008071558,Single,carbonyl,DHI,Unmethlyated,7 - DHI,single
0_349_single_A,COc1cc2cc[nH]c2c(C2:c(S(=O)(=O)O)ccc3nccnc:23)c1OC,-5.545709,-2.536862,3.008847,2.8230107796517867,0.09669431341392612,Single,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,single
0_350_single_A,COc1cc2cc[nH]c2c(C2:c(C(F)(F)F)ccc3nccnc:23)c1OC,-5.168142,-2.280761,2.887382,2.809006123781341,0.00831063058373522,Single,Trifloro,DHI,Unmethlyated,7 - DHI,single
0_351_single_A,COc1cc2cc[nH]c2c(C2:c(F)ccc3nccnc:23)c1OC,-5.257081,-2.10218,3.1549,2.6660856467993828,0.16373796125764714,Single,F,DHI,Unmethlyated,7 - DHI,single
0_352_single_A,COc1cc2cc[nH]c2c(C2:c(O)ccc3nccnc:23)c1OC,-5.313492,-1.83943,3.474061,2.7108227705452013,0.4173558229956505,Single,OH,DHI,Unmethlyated,7 - DHI,single
0_353_single_A,COc1cc2cc[nH]c2c(C2:c(S)ccc3nccnc:23)c1OC,-5.320879,-1.955624,3.365255,2.9014602287391824,0.024197224657389587,Single,SH,DHI,Unmethlyated,7 - DHI,single
0_354_single_A,COc1cc2cc[nH]c2c(C2:c(Br)ccc3nccnc:23)c1OC,-5.304849,-2.207413,3.097435,2.746606048137176,0.011182703350002801,Single,Br,DHI,Unmethlyated,7 - DHI,single
0_355_single_A,COc1cc2cc[nH]c2c(C2:c(C)ccc3nccnc:23)c1OC,-5.192499,-1.868906,3.323592,2.6628287906120907,0.15180494435655253,Single,methyl,DHI,Unmethlyated,7 - DHI,single
0_356_single_A,COc1cc2cc[nH]c2c(C2:c(C#N)ccc3nccnc:23)c1OC,-5.310007,-2.503114,2.806892,2.80746854386895,0.17591698581527637,Single,cyanide,DHI,Unmethlyated,7 - DHI,single
0_29_double_A,COc1cc2cc[nH]c2c(C=CC2:c(OC(C)=O)ccc3nsnc:23)c1OC,-5.240241,-2.454399,2.785842,3.0844173523549703,0.9032412790774246,Double,Acetate,DHI,Unmethlyated,7 - DHI,double
0_30_double_A,COc1cc2cc[nH]c2c(C=CC2:c(NC(C)=O)ccc3nsnc:23)c1OC,-5.34927,-2.37024,2.97903,3.101056967739586,0.6693081107896663,Double,Amide,DHI,Unmethlyated,7 - DHI,double
0_31_double_A,CNc1ccc2nsnc2:C:1C=Cc1c(OC)c(OC)cc2cc[nH]c12,-5.131806,-1.995385,3.136421,3.159009797155969,0.20522199521898626,Double,Amine,DHI,Unmethlyated,7 - DHI,double
0_32_double_A,COc1cc2cc[nH]c2c(C=CC2:c(OC)ccc3nsnc:23)c1OC,-4.953275,-2.302998,2.650277,3.00992548946366,0.9186363044168171,Double,Methoxy,DHI,Unmethlyated,7 - DHI,double
0_33_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C=O)ccc3nsnc:23)c1OC,-5.281128,-2.892121,2.389007,3.182236258694431,0.3987495867028759,Double,carbonyl,DHI,Unmethlyated,7 - DHI,double
0_34_double_A,COc1cc2cc[nH]c2c(C=CC2:c(S(=O)(=O)O)ccc3nsnc:23)c1OC,-5.603688,-2.917378,2.68631,3.193301994516607,0.5398093623725047,Double,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,double
0_35_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C(F)(F)F)ccc3nsnc:23)c1OC,-5.31491,-2.781808,2.533102,3.169134321683111,0.7249333859851557,Double,Trifloro,DHI,Unmethlyated,7 - DHI,double
0_36_double_A,COc1cc2cc[nH]c2c(C=CC2:c(F)ccc3nsnc:23)c1OC,-5.262687,-2.550604,2.712082,3.057470466945873,0.9269063008545861,Double,F,DHI,Unmethlyated,7 - DHI,double
0_37_double_A,COc1cc2cc[nH]c2c(C=CC2:c(O)ccc3nsnc:23)c1OC,-5.266967,-2.285303,2.981664,3.0952243130997203,0.7211698136474372,Double,OH,DHI,Unmethlyated,7 - DHI,double
0_38_double_A,COc1cc2cc[nH]c2c(C=CC2:c(S)ccc3nsnc:23)c1OC,-5.255911,-2.433034,2.822877,3.289716620792028,0.24187805663317719,Double,SH,DHI,Unmethlyated,7 - DHI,double
0_39_double_A,COc1cc2cc[nH]c2c(C=CC2:c(Br)ccc3nsnc:23)c1OC,-5.267488,-2.647196,2.620292,3.1273262361766427,0.7615899207341046,Double,Br,DHI,Unmethlyated,7 - DHI,double
0_40_double_A,COc1cc2cc[nH]c2c(C=CC2:cccc3nsnc:23)c1OC,-5.195263,-2.413024,2.782239,2.896255221572437,0.9301575998274284,Double,none,DHI,Unmethlyated,7 - DHI,double
0_41_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C)ccc3nsnc:23)c1OC,-5.17926,-2.364998,2.814262,3.047782005407412,0.77900640218619,Double,methyl,DHI,Unmethlyated,7 - DHI,double
0_42_double_A,COc1cc2cc[nH]c2c(C=CC2:c(C#N)ccc3nsnc:23)c1OC,-5.316517,-2.889618,2.426899,3.175604874079045,0.8856650940186496,Double,cyanide,DHI,Unmethlyated,7 - DHI,double
0_43_double_A,COc1cc2cc[nH]c2c(C=CC2:cc(OC(C)=O)cc3nsnc:23)c1OC,-5.221841,-2.441546,2.780295,3.1229148523549712,0.9321502529718474,Double,Acetate,DHI,Unmethlyated,7 - DHI,double
