Name,Similarity Percentage
1,0.0
2,0.5217391304347826
3,0.6764705882352942
4,0.68
5,0.7692307692307693
6,0.8024691358024691
7,0.81
8,0.8264462809917356
9,0.8287671232876712
10,0.8342857142857143
11,0.8620689655172413
12,0.871244635193133
13,0.8597785977859779
14,0.8685897435897436
15,0.8666666666666667
16,0.8955223880597015
17,0.8796498905908097
18,0.8839458413926499
19,0.8944636678200693
20,0.9102362204724409
21,0.9256559766763849
22,0.9384404924760602
23,0.9530638852672751
24,0.9696586599241467
25,0.9658119658119658
26,0.977326968973747
27,0.9789719626168224
28,0.9782857142857143
29,0.9820426487093153
30,0.9812775330396476
31,0.9848156182212582
32,0.9946062567421791
33,0.988272921108742
34,0.9852941176470589
35,0.9916666666666667
36,0.9948186528497409
37,0.9938208032955715
38,0.9979445015416238
39,0.9948875255623721
40,0.9979591836734694
41,0.9959349593495935
42,0.9949443882709808
43,0.9959718026183283
44,0.9949899799599199
45,0.9960079840319361
